N,iters,frac,mode,metric,time_ms,bandwidth_GBps
1024,1,0.5,um_migrate,CPU compute total,4.81,
1024,1,0.5,um_migrate,Compute E2E (avg per-iter),4.848,
1024,1,0.5,um_migrate,Compute E2E (whole loop),9.763,
1024,1,0.5,um_migrate,Full    E2E,11.289,
1024,1,0.5,um_migrate,CPU read time,0.685,
1024,1,0.5,um_migrate_no_prefetch,WARMUP GPU Kernel (first iter),5.607,
1024,1,0.5,um_migrate_no_prefetch,WARMUP CPU compute (first iter),4.089,
1024,1,0.5,um_migrate_no_prefetch,WARMUP total time,7.681,
1024,1,0.5,um_migrate_no_prefetch,Pre Kernel Costs,0.001,
1024,1,0.5,um_migrate_no_prefetch,GPU Kernel avg,1.632,
1024,1,0.5,um_migrate_no_prefetch,CPU compute,3.03,
1024,1,0.5,um_migrate_no_prefetch,GPU Kernel total,1.632,
1024,1,0.5,um_migrate_no_prefetch,CPU compute total,3.03,
1024,1,0.5,um_migrate_no_prefetch,Compute E2E (avg per-iter),3.068,
1024,1,0.5,um_migrate_no_prefetch,Compute E2E (whole loop),11.675,
1024,1,0.5,um_migrate_no_prefetch,Full    E2E,11.676,
1024,1,0.5,um_migrate_no_prefetch,CPU read time,0.921,
1024,1,0.5,gh_hbm_shared,WARMUP GPU Kernel (first iter),0.093,
1024,1,0.5,gh_hbm_shared,WARMUP CPU compute (first iter),0.979,
1024,1,0.5,gh_hbm_shared,WARMUP total time,1.91,
1024,1,0.5,gh_hbm_shared,Pre Kernel Costs,0.2,
1024,1,0.5,gh_hbm_shared,GPU Kernel avg,0.007,
1024,1,0.5,gh_hbm_shared,CPU compute,0.755,
1024,1,0.5,gh_hbm_shared,GPU Kernel total,0.007,
1024,1,0.5,gh_hbm_shared,CPU compute total,0.755,
1024,1,0.5,gh_hbm_shared,Compute E2E (avg per-iter),0.801,
1024,1,0.5,gh_hbm_shared,Compute E2E (whole loop),3.555,
1024,1,0.5,gh_hbm_shared,Full    E2E,3.755,
1024,1,0.5,gh_hbm_shared,CPU read time,0.84,
1024,1,0.5,gh_hbm_shared_no_prefetch,WARMUP GPU Kernel (first iter),0.334,
1024,1,0.5,gh_hbm_shared_no_prefetch,WARMUP CPU compute (first iter),0.663,
1024,1,0.5,gh_hbm_shared_no_prefetch,WARMUP total time,1.612,
1024,1,0.5,gh_hbm_shared_no_prefetch,Pre Kernel Costs,0.0,
1024,1,0.5,gh_hbm_shared_no_prefetch,GPU Kernel avg,0.007,
1024,1,0.5,gh_hbm_shared_no_prefetch,CPU compute,0.738,
1024,1,0.5,gh_hbm_shared_no_prefetch,GPU Kernel total,0.007,
1024,1,0.5,gh_hbm_shared_no_prefetch,CPU compute total,0.738,
1024,1,0.5,gh_hbm_shared_no_prefetch,Compute E2E (avg per-iter),0.775,
1024,1,0.5,gh_hbm_shared_no_prefetch,Compute E2E (whole loop),3.176,
1024,1,0.5,gh_hbm_shared_no_prefetch,Full    E2E,3.176,
1024,1,0.5,gh_hbm_shared_no_prefetch,CPU read time,0.786,
1024,1,0.5,gh_cpu_shared,WARMUP GPU Kernel (first iter),0.121,
1024,1,0.5,gh_cpu_shared,WARMUP CPU compute (first iter),0.618,
1024,1,0.5,gh_cpu_shared,WARMUP total time,1.423,
1024,1,0.5,gh_cpu_shared,Pre Kernel Costs,0.0,
1024,1,0.5,gh_cpu_shared,GPU Kernel avg,0.027,
1024,1,0.5,gh_cpu_shared,CPU compute,0.631,
1024,1,0.5,gh_cpu_shared,GPU Kernel total,0.027,
1024,1,0.5,gh_cpu_shared,CPU compute total,0.631,
1024,1,0.5,gh_cpu_shared,Compute E2E (avg per-iter),0.677,
1024,1,0.5,gh_cpu_shared,Compute E2E (whole loop),2.775,
1024,1,0.5,gh_cpu_shared,Full    E2E,2.775,
1024,1,0.5,gh_cpu_shared,CPU read time,0.671,
1024,1,0.5,gh_hmm_pageable,WARMUP GPU Kernel (first iter),0.107,
1024,1,0.5,gh_hmm_pageable,WARMUP CPU compute (first iter),0.649,
1024,1,0.5,gh_hmm_pageable,WARMUP total time,140.195,
1024,1,0.5,gh_hmm_pageable,Pre Kernel Costs,0.0,
1024,1,0.5,gh_hmm_pageable,GPU Kernel avg,0.009,
1024,1,0.5,gh_hmm_pageable,CPU compute,1.188,
1024,1,0.5,gh_hmm_pageable,GPU Kernel total,0.009,
1024,1,0.5,gh_hmm_pageable,CPU compute total,1.188,
1024,1,0.5,gh_hmm_pageable,Compute E2E (avg per-iter),1.232,
1024,1,0.5,gh_hmm_pageable,Compute E2E (whole loop),142.18,
1024,1,0.5,gh_hmm_pageable,Full    E2E,142.18,
1024,1,0.5,gh_hmm_pageable,CPU read time,0.748,
1024,1,0.5,gh_hmm_pageable_cuda_init,WARMUP GPU Kernel (first iter),0.021,
1024,1,0.5,gh_hmm_pageable_cuda_init,WARMUP CPU compute (first iter),1.876,
1024,1,0.5,gh_hmm_pageable_cuda_init,WARMUP total time,3.142,
1024,1,0.5,gh_hmm_pageable_cuda_init,Pre Kernel Costs,0.001,
1024,1,0.5,gh_hmm_pageable_cuda_init,GPU Kernel avg,0.007,
1024,1,0.5,gh_hmm_pageable_cuda_init,CPU compute,0.716,
1024,1,0.5,gh_hmm_pageable_cuda_init,GPU Kernel total,0.007,
1024,1,0.5,gh_hmm_pageable_cuda_init,CPU compute total,0.716,
1024,1,0.5,gh_hmm_pageable_cuda_init,Compute E2E (avg per-iter),0.759,
1024,1,0.5,gh_hmm_pageable_cuda_init,Compute E2E (whole loop),4.732,
1024,1,0.5,gh_hmm_pageable_cuda_init,Full    E2E,4.733,
1024,1,0.5,gh_hmm_pageable_cuda_init,CPU read time,0.827,
1024,1,0.6,explicit,WARMUP GPU Kernel (first iter),0.072,
1024,1,0.6,explicit,WARMUP CPU compute (first iter),1.038,
1024,1,0.6,explicit,WARMUP total time,2.114,
1024,1,0.6,explicit,Pre Kernel Costs,0.084,
1024,1,0.6,explicit,H2D once,0.084,
1024,1,0.6,explicit,D2H avg per-iter,0.019,
1024,1,0.6,explicit,GPU Kernel avg,0.006,
1024,1,0.6,explicit,CPU compute,0.739,
1024,1,0.6,explicit,GPU Kernel total,0.006,
1024,1,0.6,explicit,CPU compute total,0.739,
1024,1,0.6,explicit,Compute E2E (avg per-iter),0.807,
1024,1,0.6,explicit,Compute E2E (whole loop),3.592,
1024,1,0.6,explicit,Full    E2E,3.676,
1024,1,0.6,explicit,CPU read time,0.667,
1024,1,0.6,um_migrate,WARMUP GPU Kernel (first iter),0.142,
1024,1,0.6,um_migrate,WARMUP CPU compute (first iter),2.025,
1024,1,0.6,um_migrate,WARMUP total time,6.208,
1024,1,0.6,um_migrate,Pre Kernel Costs,1.527,
1024,1,0.6,um_migrate,UM prefetch-to-GPU,1.526,
1024,1,0.6,um_migrate,UM prefetch-to-CPU (post),0.071,
1024,1,0.6,um_migrate,GPU Kernel avg,2.383,
1024,1,0.6,um_migrate,CPU compute,4.084,
1024,1,0.6,um_migrate,GPU Kernel total,2.383,
1024,1,0.6,um_migrate,CPU compute total,4.084,
1024,1,0.6,um_migrate,Compute E2E (avg per-iter),4.131,
1024,1,0.6,um_migrate,Compute E2E (whole loop),11.084,
1024,1,0.6,um_migrate,Full    E2E,12.611,
1024,1,0.6,um_migrate,CPU read time,0.67,
1024,1,0.6,um_migrate_no_prefetch,WARMUP GPU Kernel (first iter),6.091,
1024,1,0.6,um_migrate_no_prefetch,WARMUP CPU compute (first iter),4.677,
1024,1,0.6,um_migrate_no_prefetch,WARMUP total time,8.296,
1024,1,0.6,um_migrate_no_prefetch,Pre Kernel Costs,0.0,
1024,1,0.6,um_migrate_no_prefetch,GPU Kernel avg,1.305,
1024,1,0.6,um_migrate_no_prefetch,CPU compute,3.108,
1024,1,0.6,um_migrate_no_prefetch,GPU Kernel total,1.305,
1024,1,0.6,um_migrate_no_prefetch,CPU compute total,3.108,
1024,1,0.6,um_migrate_no_prefetch,Compute E2E (avg per-iter),3.149,
1024,1,0.6,um_migrate_no_prefetch,Compute E2E (whole loop),12.288,
1024,1,0.6,um_migrate_no_prefetch,Full    E2E,12.288,
1024,1,0.6,um_migrate_no_prefetch,CPU read time,0.839,
1024,1,0.6,gh_hbm_shared,WARMUP GPU Kernel (first iter),0.091,
1024,1,0.6,gh_hbm_shared,WARMUP CPU compute (first iter),0.871,
1024,1,0.6,gh_hbm_shared,WARMUP total time,1.851,
1024,1,0.6,gh_hbm_shared,Pre Kernel Costs,0.194,
1024,1,0.6,gh_hbm_shared,GPU Kernel avg,0.008,
1024,1,0.6,gh_hbm_shared,CPU compute,0.823,
1024,1,0.6,gh_hbm_shared,GPU Kernel total,0.008,
1024,1,0.6,gh_hbm_shared,CPU compute total,0.823,
1024,1,0.6,gh_hbm_shared,Compute E2E (avg per-iter),0.857,
1024,1,0.6,gh_hbm_shared,Compute E2E (whole loop),3.539,
1024,1,0.6,gh_hbm_shared,Full    E2E,3.733,
1024,1,0.6,gh_hbm_shared,CPU read time,0.827,
1024,1,0.6,gh_hbm_shared_no_prefetch,WARMUP GPU Kernel (first iter),0.333,
1024,1,0.6,gh_hbm_shared_no_prefetch,WARMUP CPU compute (first iter),1.026,
1024,1,0.6,gh_hbm_shared_no_prefetch,WARMUP total time,2.017,
1024,1,0.6,gh_hbm_shared_no_prefetch,Pre Kernel Costs,0.0,
1024,1,0.6,gh_hbm_shared_no_prefetch,GPU Kernel avg,0.008,
1024,1,0.6,gh_hbm_shared_no_prefetch,CPU compute,0.793,
1024,1,0.6,gh_hbm_shared_no_prefetch,GPU Kernel total,0.008,
1024,1,0.6,gh_hbm_shared_no_prefetch,CPU compute total,0.793,
1024,1,0.6,gh_hbm_shared_no_prefetch,Compute E2E (avg per-iter),0.832,
1024,1,0.6,gh_hbm_shared_no_prefetch,Compute E2E (whole loop),3.704,
1024,1,0.6,gh_hbm_shared_no_prefetch,Full    E2E,3.704,
1024,1,0.6,gh_hbm_shared_no_prefetch,CPU read time,0.852,
1024,1,0.6,gh_cpu_shared,WARMUP GPU Kernel (first iter),0.113,
1024,1,0.6,gh_cpu_shared,WARMUP CPU compute (first iter),0.75,
1024,1,0.6,gh_cpu_shared,WARMUP total time,1.651,
1024,1,0.6,gh_cpu_shared,Pre Kernel Costs,0.0,
1024,1,0.6,gh_cpu_shared,GPU Kernel avg,0.027,
1024,1,0.6,gh_cpu_shared,CPU compute,0.752,
1024,1,0.6,gh_cpu_shared,GPU Kernel total,0.027,
1024,1,0.6,gh_cpu_shared,CPU compute total,0.752,
1024,1,0.6,gh_cpu_shared,Compute E2E (avg per-iter),0.789,
1024,1,0.6,gh_cpu_shared,Compute E2E (whole loop),3.126,
1024,1,0.6,gh_cpu_shared,Full    E2E,3.126,
1024,1,0.6,gh_cpu_shared,CPU read time,0.682,
1024,1,0.6,gh_hmm_pageable,WARMUP GPU Kernel (first iter),0.108,
1024,1,0.6,gh_hmm_pageable,WARMUP CPU compute (first iter),0.799,
1024,1,0.6,gh_hmm_pageable,WARMUP total time,126.364,
1024,1,0.6,gh_hmm_pageable,Pre Kernel Costs,0.0,
1024,1,0.6,gh_hmm_pageable,GPU Kernel avg,0.008,
1024,1,0.6,gh_hmm_pageable,CPU compute,1.505,
1024,1,0.6,gh_hmm_pageable,GPU Kernel total,0.008,
1024,1,0.6,gh_hmm_pageable,CPU compute total,1.505,
1024,1,0.6,gh_hmm_pageable,Compute E2E (avg per-iter),1.549,
1024,1,0.6,gh_hmm_pageable,Compute E2E (whole loop),128.66,
1024,1,0.6,gh_hmm_pageable,Full    E2E,128.66,
1024,1,0.6,gh_hmm_pageable,CPU read time,0.742,
1024,1,0.6,gh_hmm_pageable_cuda_init,WARMUP GPU Kernel (first iter),0.021,
1024,1,0.6,gh_hmm_pageable_cuda_init,WARMUP CPU compute (first iter),2.135,
1024,1,0.6,gh_hmm_pageable_cuda_init,WARMUP total time,3.528,
1024,1,0.6,gh_hmm_pageable_cuda_init,Pre Kernel Costs,0.0,
1024,1,0.6,gh_hmm_pageable_cuda_init,GPU Kernel avg,0.007,
1024,1,0.6,gh_hmm_pageable_cuda_init,CPU compute,0.875,
1024,1,0.6,gh_hmm_pageable_cuda_init,GPU Kernel total,0.007,
1024,1,0.6,gh_hmm_pageable_cuda_init,CPU compute total,0.875,
1024,1,0.6,gh_hmm_pageable_cuda_init,Compute E2E (avg per-iter),0.921,
1024,1,0.6,gh_hmm_pageable_cuda_init,Compute E2E (whole loop),5.354,
1024,1,0.6,gh_hmm_pageable_cuda_init,Full    E2E,5.354,
1024,1,0.6,gh_hmm_pageable_cuda_init,CPU read time,0.902,
1024,1,0.8,explicit,WARMUP GPU Kernel (first iter),0.072,
1024,1,0.8,explicit,WARMUP CPU compute (first iter),1.348,
1024,1,0.8,explicit,WARMUP total time,2.724,
1024,1,0.8,explicit,Pre Kernel Costs,0.085,
1024,1,0.8,explicit,H2D once,0.085,
1024,1,0.8,explicit,D2H avg per-iter,0.014,
1024,1,0.8,explicit,GPU Kernel avg,0.006,
1024,1,0.8,explicit,CPU compute,0.947,
1024,1,0.8,explicit,GPU Kernel total,0.006,
1024,1,0.8,explicit,CPU compute total,0.947,
1024,1,0.8,explicit,Compute E2E (avg per-iter),1.002,
1024,1,0.8,explicit,Compute E2E (whole loop),4.394,
1024,1,0.8,explicit,Full    E2E,4.479,
1024,1,0.8,explicit,CPU read time,0.664,
1024,1,0.8,um_migrate,WARMUP GPU Kernel (first iter),0.152,
1024,1,0.8,um_migrate,WARMUP CPU compute (first iter),2.516,
1024,1,0.8,um_migrate,WARMUP total time,6.827,
1024,1,0.8,um_migrate,Pre Kernel Costs,1.529,
1024,1,0.8,um_migrate,UM prefetch-to-GPU,1.528,
1024,1,0.8,um_migrate,UM prefetch-to-CPU (post),0.057,
1024,1,0.8,um_migrate,GPU Kernel avg,1.185,
1024,1,0.8,um_migrate,CPU compute,3.313,
1024,1,0.8,um_migrate,GPU Kernel total,1.185,
1024,1,0.8,um_migrate,CPU compute total,3.313,
1024,1,0.8,um_migrate,Compute E2E (avg per-iter),3.361,
1024,1,0.8,um_migrate,Compute E2E (whole loop),10.93,
1024,1,0.8,um_migrate,Full    E2E,12.459,
1024,1,0.8,um_migrate,CPU read time,0.682,
1024,1,0.8,um_migrate_no_prefetch,WARMUP GPU Kernel (first iter),3.486,
1024,1,0.8,um_migrate_no_prefetch,WARMUP CPU compute (first iter),4.577,
1024,1,0.8,um_migrate_no_prefetch,WARMUP total time,8.487,
1024,1,0.8,um_migrate_no_prefetch,Pre Kernel Costs,0.001,
1024,1,0.8,um_migrate_no_prefetch,GPU Kernel avg,0.797,
1024,1,0.8,um_migrate_no_prefetch,CPU compute,2.572,
1024,1,0.8,um_migrate_no_prefetch,GPU Kernel total,0.797,
1024,1,0.8,um_migrate_no_prefetch,CPU compute total,2.572,
1024,1,0.8,um_migrate_no_prefetch,Compute E2E (avg per-iter),2.611,
1024,1,0.8,um_migrate_no_prefetch,Compute E2E (whole loop),11.906,
1024,1,0.8,um_migrate_no_prefetch,Full    E2E,11.907,
1024,1,0.8,um_migrate_no_prefetch,CPU read time,0.804,
1024,1,0.8,gh_hbm_shared,WARMUP GPU Kernel (first iter),0.085,
1024,1,0.8,gh_hbm_shared,WARMUP CPU compute (first iter),1.488,
1024,1,0.8,gh_hbm_shared,WARMUP total time,2.831,
1024,1,0.8,gh_hbm_shared,Pre Kernel Costs,0.215,
1024,1,0.8,gh_hbm_shared,GPU Kernel avg,0.008,
1024,1,0.8,gh_hbm_shared,CPU compute,1.111,
1024,1,0.8,gh_hbm_shared,GPU Kernel total,0.008,
1024,1,0.8,gh_hbm_shared,CPU compute total,1.111,
1024,1,0.8,gh_hbm_shared,Compute E2E (avg per-iter),1.157,
1024,1,0.8,gh_hbm_shared,Compute E2E (whole loop),4.997,
1024,1,0.8,gh_hbm_shared,Full    E2E,5.212,
1024,1,0.8,gh_hbm_shared,CPU read time,1.005,
1024,1,0.8,gh_hbm_shared_no_prefetch,WARMUP GPU Kernel (first iter),0.298,
1024,1,0.8,gh_hbm_shared_no_prefetch,WARMUP CPU compute (first iter),1.059,
1024,1,0.8,gh_hbm_shared_no_prefetch,WARMUP total time,2.317,
1024,1,0.8,gh_hbm_shared_no_prefetch,Pre Kernel Costs,0.0,
1024,1,0.8,gh_hbm_shared_no_prefetch,GPU Kernel avg,0.008,
1024,1,0.8,gh_hbm_shared_no_prefetch,CPU compute,1.058,
1024,1,0.8,gh_hbm_shared_no_prefetch,GPU Kernel total,0.008,
1024,1,0.8,gh_hbm_shared_no_prefetch,CPU compute total,1.058,
1024,1,0.8,gh_hbm_shared_no_prefetch,Compute E2E (avg per-iter),1.095,
1024,1,0.8,gh_hbm_shared_no_prefetch,Compute E2E (whole loop),4.345,
1024,1,0.8,gh_hbm_shared_no_prefetch,Full    E2E,4.345,
1024,1,0.8,gh_hbm_shared_no_prefetch,CPU read time,0.928,
1024,1,0.8,gh_cpu_shared,WARMUP GPU Kernel (first iter),0.095,
1024,1,0.8,gh_cpu_shared,WARMUP CPU compute (first iter),0.958,
1024,1,0.8,gh_cpu_shared,WARMUP total time,2.051,
1024,1,0.8,gh_cpu_shared,Pre Kernel Costs,0.0,
1024,1,0.8,gh_cpu_shared,GPU Kernel avg,0.016,
1024,1,0.8,gh_cpu_shared,CPU compute,0.971,
1024,1,0.8,gh_cpu_shared,GPU Kernel total,0.016,
1024,1,0.8,gh_cpu_shared,CPU compute total,0.971,
1024,1,0.8,gh_cpu_shared,Compute E2E (avg per-iter),1.011,
1024,1,0.8,gh_cpu_shared,Compute E2E (whole loop),3.739,
1024,1,0.8,gh_cpu_shared,Full    E2E,3.739,
1024,1,0.8,gh_cpu_shared,CPU read time,0.673,
1024,1,0.8,gh_hmm_pageable,WARMUP GPU Kernel (first iter),0.088,
1024,1,0.8,gh_hmm_pageable,WARMUP CPU compute (first iter),1.006,
1024,1,0.8,gh_hmm_pageable,WARMUP total time,123.87,
1024,1,0.8,gh_hmm_pageable,Pre Kernel Costs,0.0,
1024,1,0.8,gh_hmm_pageable,GPU Kernel avg,0.01,
1024,1,0.8,gh_hmm_pageable,CPU compute,1.676,
1024,1,0.8,gh_hmm_pageable,GPU Kernel total,0.01,
1024,1,0.8,gh_hmm_pageable,CPU compute total,1.676,
1024,1,0.8,gh_hmm_pageable,Compute E2E (avg per-iter),1.725,
1024,1,0.8,gh_hmm_pageable,Compute E2E (whole loop),126.284,
1024,1,0.8,gh_hmm_pageable,Full    E2E,126.284,
1024,1,0.8,gh_hmm_pageable,CPU read time,0.683,
1024,1,0.8,gh_hmm_pageable_cuda_init,WARMUP GPU Kernel (first iter),0.019,
1024,1,0.8,gh_hmm_pageable_cuda_init,WARMUP CPU compute (first iter),2.635,
1024,1,0.8,gh_hmm_pageable_cuda_init,WARMUP total time,4.323,
1024,1,0.8,gh_hmm_pageable_cuda_init,Pre Kernel Costs,0.0,
1024,1,0.8,gh_hmm_pageable_cuda_init,GPU Kernel avg,0.007,
1024,1,0.8,gh_hmm_pageable_cuda_init,CPU compute,1.127,
1024,1,0.8,gh_hmm_pageable_cuda_init,GPU Kernel total,0.007,
1024,1,0.8,gh_hmm_pageable_cuda_init,CPU compute total,1.127,
1024,1,0.8,gh_hmm_pageable_cuda_init,Compute E2E (avg per-iter),1.172,
1024,1,0.8,gh_hmm_pageable_cuda_init,Compute E2E (whole loop),6.377,
1024,1,0.8,gh_hmm_pageable_cuda_init,Full    E2E,6.377,
1024,1,0.8,gh_hmm_pageable_cuda_init,CPU read time,0.878,
2048,1,0.0,explicit,WARMUP GPU Kernel (first iter),0.091,
2048,1,0.0,explicit,WARMUP total time,0.539,
2048,1,0.0,explicit,Pre Kernel Costs,0.214,
2048,1,0.0,explicit,H2D once,0.214,
2048,1,0.0,explicit,D2H avg per-iter,0.121,
2048,1,0.0,explicit,GPU Kernel avg,0.022,
2048,1,0.0,explicit,GPU Kernel total,0.022,
2048,1,0.0,explicit,Compute E2E (avg per-iter),0.167,
2048,1,0.0,explicit,Compute E2E (whole loop),3.28,
2048,1,0.0,explicit,Full    E2E,3.494,
2048,1,0.0,explicit,CPU read time,2.57,
2048,1,0.0,um_migrate,WARMUP GPU Kernel (first iter),0.107,
2048,1,0.0,um_migrate,WARMUP total time,0.225,
2048,1,0.0,um_migrate,Pre Kernel Costs,5.503,
2048,1,0.0,um_migrate,UM prefetch-to-GPU,5.503,
2048,1,0.0,um_migrate,UM prefetch-to-CPU (post),0.359,
2048,1,0.0,um_migrate,GPU Kernel avg,0.022,
2048,1,0.0,um_migrate,GPU Kernel total,0.022,
2048,1,0.0,um_migrate,Compute E2E (avg per-iter),0.045,
2048,1,0.0,um_migrate,Compute E2E (whole loop),3.208,
2048,1,0.0,um_migrate,Full    E2E,8.711,
2048,1,0.0,um_migrate,CPU read time,2.574,
2048,1,0.0,um_migrate_no_prefetch,WARMUP GPU Kernel (first iter),10.009,
2048,1,0.0,um_migrate_no_prefetch,WARMUP total time,10.154,
2048,1,0.0,um_migrate_no_prefetch,Pre Kernel Costs,0.0,
2048,1,0.0,um_migrate_no_prefetch,GPU Kernel avg,0.023,
2048,1,0.0,um_migrate_no_prefetch,GPU Kernel total,0.023,
2048,1,0.0,um_migrate_no_prefetch,Compute E2E (avg per-iter),0.045,
2048,1,0.0,um_migrate_no_prefetch,Compute E2E (whole loop),14.586,
2048,1,0.0,um_migrate_no_prefetch,Full    E2E,14.586,
2048,1,0.0,um_migrate_no_prefetch,CPU read time,4.381,
2048,1,0.0,gh_hbm_shared,WARMUP GPU Kernel (first iter),0.151,
2048,1,0.0,gh_hbm_shared,WARMUP total time,0.265,
2048,1,0.0,gh_hbm_shared,Pre Kernel Costs,0.304,
2048,1,0.0,gh_hbm_shared,GPU Kernel avg,0.023,
2048,1,0.0,gh_hbm_shared,GPU Kernel total,0.023,
2048,1,0.0,gh_hbm_shared,Compute E2E (avg per-iter),0.051,
2048,1,0.0,gh_hbm_shared,Compute E2E (whole loop),3.804,
2048,1,0.0,gh_hbm_shared,Full    E2E,4.108,
2048,1,0.0,gh_hbm_shared,CPU read time,3.482,
2048,1,0.0,gh_hbm_shared_no_prefetch,WARMUP GPU Kernel (first iter),0.797,
2048,1,0.0,gh_hbm_shared_no_prefetch,WARMUP total time,0.944,
2048,1,0.0,gh_hbm_shared_no_prefetch,Pre Kernel Costs,0.0,
2048,1,0.0,gh_hbm_shared_no_prefetch,GPU Kernel avg,0.022,
2048,1,0.0,gh_hbm_shared_no_prefetch,GPU Kernel total,0.022,
2048,1,0.0,gh_hbm_shared_no_prefetch,Compute E2E (avg per-iter),0.045,
2048,1,0.0,gh_hbm_shared_no_prefetch,Compute E2E (whole loop),4.464,
2048,1,0.0,gh_hbm_shared_no_prefetch,Full    E2E,4.464,
2048,1,0.0,gh_hbm_shared_no_prefetch,CPU read time,3.47,
2048,1,0.0,gh_cpu_shared,WARMUP GPU Kernel (first iter),0.445,
2048,1,0.0,gh_cpu_shared,WARMUP total time,0.745,
2048,1,0.0,gh_cpu_shared,Pre Kernel Costs,0.0,
2048,1,0.0,gh_cpu_shared,GPU Kernel avg,0.187,
2048,1,0.0,gh_cpu_shared,GPU Kernel total,0.187,
2048,1,0.0,gh_cpu_shared,Compute E2E (avg per-iter),0.209,
2048,1,0.0,gh_cpu_shared,Compute E2E (whole loop),3.53,
2048,1,0.0,gh_cpu_shared,Full    E2E,3.53,
2048,1,0.0,gh_cpu_shared,CPU read time,2.572,
2048,1,0.0,gh_hmm_pageable,WARMUP GPU Kernel (first iter),0.362,
2048,1,0.0,gh_hmm_pageable,WARMUP total time,129.752,
2048,1,0.0,gh_hmm_pageable,Pre Kernel Costs,0.0,
2048,1,0.0,gh_hmm_pageable,GPU Kernel avg,0.283,
2048,1,0.0,gh_hmm_pageable,GPU Kernel total,0.283,
2048,1,0.0,gh_hmm_pageable,Compute E2E (avg per-iter),0.314,
2048,1,0.0,gh_hmm_pageable,Compute E2E (whole loop),132.644,
2048,1,0.0,gh_hmm_pageable,Full    E2E,132.644,
2048,1,0.0,gh_hmm_pageable,CPU read time,2.572,
2048,1,0.0,gh_hmm_pageable_cuda_init,WARMUP GPU Kernel (first iter),0.041,
2048,1,0.0,gh_hmm_pageable_cuda_init,WARMUP total time,0.169,
2048,1,0.0,gh_hmm_pageable_cuda_init,Pre Kernel Costs,0.0,
2048,1,0.0,gh_hmm_pageable_cuda_init,GPU Kernel avg,0.029,
2048,1,0.0,gh_hmm_pageable_cuda_init,GPU Kernel total,0.029,
2048,1,0.0,gh_hmm_pageable_cuda_init,Compute E2E (avg per-iter),0.05,
2048,1,0.0,gh_hmm_pageable_cuda_init,Compute E2E (whole loop),3.765,
2048,1,0.0,gh_hmm_pageable_cuda_init,Full    E2E,3.765,
2048,1,0.0,gh_hmm_pageable_cuda_init,CPU read time,3.541,
2048,1,0.1,explicit,WARMUP GPU Kernel (first iter),0.091,
2048,1,0.1,explicit,WARMUP CPU compute (first iter),1.12,
2048,1,0.1,explicit,WARMUP total time,2.315,
2048,1,0.1,explicit,Pre Kernel Costs,0.221,
2048,1,0.1,explicit,H2D once,0.221,
2048,1,0.1,explicit,D2H avg per-iter,0.11,
2048,1,0.1,explicit,GPU Kernel avg,0.021,
2048,1,0.1,explicit,CPU compute,0.699,
2048,1,0.1,explicit,GPU Kernel total,0.021,
2048,1,0.1,explicit,CPU compute total,0.699,
2048,1,0.1,explicit,Compute E2E (avg per-iter),0.853,
2048,1,0.1,explicit,Compute E2E (whole loop),5.757,
2048,1,0.1,explicit,Full    E2E,5.978,
2048,1,0.1,explicit,CPU read time,2.585,
2048,1,0.1,um_migrate,WARMUP GPU Kernel (first iter),0.26,
2048,1,0.1,um_migrate,WARMUP CPU compute (first iter),3.33,
2048,1,0.1,um_migrate,WARMUP total time,9.758,
2048,1,0.1,um_migrate,Pre Kernel Costs,5.52,
2048,1,0.1,um_migrate,UM prefetch-to-GPU,5.52,
2048,1,0.1,um_migrate,UM prefetch-to-CPU (post),0.315,
2048,1,0.1,um_migrate,GPU Kernel avg,5.273,
2048,1,0.1,um_migrate,CPU compute,6.93,
2048,1,0.1,um_migrate,GPU Kernel total,5.273,
2048,1,0.1,um_migrate,CPU compute total,6.93,
2048,1,0.1,um_migrate,Compute E2E (avg per-iter),6.972,
2048,1,0.1,um_migrate,Compute E2E (whole loop),19.655,
2048,1,0.1,um_migrate,Full    E2E,25.175,
2048,1,0.1,um_migrate,CPU read time,2.605,
2048,1,0.1,um_migrate_no_prefetch,WARMUP GPU Kernel (first iter),12.799,
2048,1,0.1,um_migrate_no_prefetch,WARMUP CPU compute (first iter),2.615,
2048,1,0.1,um_migrate_no_prefetch,WARMUP total time,15.915,
2048,1,0.1,um_migrate_no_prefetch,Pre Kernel Costs,0.0,
2048,1,0.1,um_migrate_no_prefetch,GPU Kernel avg,7.461,
2048,1,0.1,um_migrate_no_prefetch,CPU compute,8.878,
2048,1,0.1,um_migrate_no_prefetch,GPU Kernel total,7.461,
2048,1,0.1,um_migrate_no_prefetch,CPU compute total,8.878,
2048,1,0.1,um_migrate_no_prefetch,Compute E2E (avg per-iter),8.922,
2048,1,0.1,um_migrate_no_prefetch,Compute E2E (whole loop),29.024,
2048,1,0.1,um_migrate_no_prefetch,Full    E2E,29.024,
2048,1,0.1,um_migrate_no_prefetch,CPU read time,4.182,
2048,1,0.1,gh_hbm_shared,WARMUP GPU Kernel (first iter),0.164,
2048,1,0.1,gh_hbm_shared,WARMUP CPU compute (first iter),1.312,
2048,1,0.1,gh_hbm_shared,WARMUP total time,2.36,
2048,1,0.1,gh_hbm_shared,Pre Kernel Costs,0.283,
2048,1,0.1,gh_hbm_shared,GPU Kernel avg,0.021,
2048,1,0.1,gh_hbm_shared,CPU compute,0.832,
