STENCIL SYNERGY (Manual split) RESULTS
----------------------------------------------------------------------------------------------------------------
Mode                   N        Step  Iters   K%%    Threads  Total(ms)    Cold(ms)     Warm(ms)     Read(ms)     UMback(ms)
gh_hmm_pageable        8192     1     5       20     64       40.652       40.652       --           58.782       --        
gh_hmm_pageable        8192     1     5       25     1        33.043       33.043       --           57.803       --        
gh_hmm_pageable        8192     1     5       25     2        34.951       34.951       --           58.600       --        
gh_hmm_pageable        8192     1     5       25     4        34.980       34.980       --           57.588       --        
gh_hmm_pageable        8192     1     5       25     8        38.531       38.531       --           56.875       --        
gh_hmm_pageable        8192     1     5       25     16       28.515       28.515       --           57.606       --        
gh_hmm_pageable        8192     1     5       25     32       40.442       40.442       --           58.293       --        
gh_hmm_pageable        8192     1     5       25     64       36.589       36.589       --           57.586       --        
gh_hmm_pageable        8192     1     5       30     1        35.145       35.145       --           56.625       --        
gh_hmm_pageable        8192     1     5       30     2        33.338       33.338       --           57.126       --        
gh_hmm_pageable        8192     1     5       30     4        30.839       30.839       --           56.460       --        
gh_hmm_pageable        8192     1     5       30     8        36.040       36.040       --           56.559       --        
gh_hmm_pageable        8192     1     5       30     16       31.499       31.499       --           56.477       --        
gh_hmm_pageable        8192     1     5       30     32       29.185       29.185       --           56.863       --        
gh_hmm_pageable        8192     1     5       30     64       34.139       34.139       --           56.734       --        
gh_hmm_pageable_gpu_init 8192     1     5       10     1        9.508        9.508        --           63.427       --        
gh_hmm_pageable_gpu_init 8192     1     5       10     2        5.077        5.077        --           63.331       --        
gh_hmm_pageable_gpu_init 8192     1     5       10     4        2.852        2.852        --           63.727       --        
gh_hmm_pageable_gpu_init 8192     1     5       10     8        1.730        1.730        --           63.438       --        
gh_hmm_pageable_gpu_init 8192     1     5       10     16       1.226        1.226        --           63.337       --        
gh_hmm_pageable_gpu_init 8192     1     5       10     32       1.009        1.009        --           63.414       --        
gh_hmm_pageable_gpu_init 8192     1     5       10     64       1.115        1.115        --           63.278       --        
gh_hmm_pageable_gpu_init 8192     1     5       15     1        14.259       14.259       --           63.400       --        
gh_hmm_pageable_gpu_init 8192     1     5       15     2        7.482        7.482        --           63.410       --        
gh_hmm_pageable_gpu_init 8192     1     5       15     4        4.071        4.071        --           63.391       --        
gh_hmm_pageable_gpu_init 8192     1     5       15     8        2.350        2.350        --           63.382       --        
gh_hmm_pageable_gpu_init 8192     1     5       15     16       1.545        1.545        --           63.347       --        
gh_hmm_pageable_gpu_init 8192     1     5       15     32       1.215        1.215        --           63.426       --        
gh_hmm_pageable_gpu_init 8192     1     5       15     64       1.285        1.285        --           63.203       --        
gh_hmm_pageable_gpu_init 8192     1     5       20     1        18.984       18.984       --           63.412       --        
gh_hmm_pageable_gpu_init 8192     1     5       20     2        9.828        9.828        --           63.497       --        
gh_hmm_pageable_gpu_init 8192     1     5       20     4        5.251        5.251        --           63.419       --        
gh_hmm_pageable_gpu_init 8192     1     5       20     8        2.941        2.941        --           63.324       --        
gh_hmm_pageable_gpu_init 8192     1     5       20     16       1.852        1.852        --           63.439       --        
gh_hmm_pageable_gpu_init 8192     1     5       20     32       1.389        1.389        --           63.367       --        
gh_hmm_pageable_gpu_init 8192     1     5       20     64       1.509        1.509        --           63.401       --        
gh_hmm_pageable_gpu_init 8192     1     5       25     1        23.770       23.770       --           63.435       --        
gh_hmm_pageable_gpu_init 8192     1     5       25     2        12.269       12.269       --           63.419       --        
gh_hmm_pageable_gpu_init 8192     1     5       25     4        6.435        6.435        --           63.388       --        
gh_hmm_pageable_gpu_init 8192     1     5       25     8        3.548        3.548        --           63.436       --        
gh_hmm_pageable_gpu_init 8192     1     5       25     16       2.145        2.145        --           63.378       --        
gh_hmm_pageable_gpu_init 8192     1     5       25     32       1.577        1.577        --           63.248       --        
gh_hmm_pageable_gpu_init 8192     1     5       25     64       1.697        1.697        --           63.363       --        
gh_hmm_pageable_gpu_init 8192     1     5       30     1        28.519       28.519       --           63.425       --        
gh_hmm_pageable_gpu_init 8192     1     5       30     2        14.649       14.649       --           63.436       --        
gh_hmm_pageable_gpu_init 8192     1     5       30     4        7.643        7.643        --           63.376       --        
gh_hmm_pageable_gpu_init 8192     1     5       30     8        4.137        4.137        --           63.436       --        
gh_hmm_pageable_gpu_init 8192     1     5       30     16       2.474        2.474        --           63.427       --        
gh_hmm_pageable_gpu_init 8192     1     5       30     32       1.761        1.761        --           63.368       --        
gh_hmm_pageable_gpu_init 8192     1     5       30     64       1.896        1.896        --           63.309       --        
um_migrate_no_prefetch 8192     1     5       10     1        130.208      130.208      --           67.129       --        
um_migrate_no_prefetch 8192     1     5       10     2        131.186      131.186      --           66.231       --        
um_migrate_no_prefetch 8192     1     5       10     4        130.808      130.808      --           66.973       --        
um_migrate_no_prefetch 8192     1     5       10     8        127.257      127.257      --           63.525       --        
um_migrate_no_prefetch 8192     1     5       10     16       132.019      132.019      --           65.898       --        
um_migrate_no_prefetch 8192     1     5       10     32       130.558      130.558      --           67.185       --        
um_migrate_no_prefetch 8192     1     5       10     64       131.123      131.123      --           67.380       --        
um_migrate_no_prefetch 8192     1     5       15     1        119.945      119.945      --           62.252       --        
um_migrate_no_prefetch 8192     1     5       15     2        123.064      123.064      --           64.673       --        
um_migrate_no_prefetch 8192     1     5       15     4        123.061      123.061      --           64.975       --        
um_migrate_no_prefetch 8192     1     5       15     8        126.099      126.099      --           64.980       --        
um_migrate_no_prefetch 8192     1     5       15     16       123.187      123.187      --           64.675       --        
um_migrate_no_prefetch 8192     1     5       15     32       125.292      125.292      --           65.035       --        
um_migrate_no_prefetch 8192     1     5       15     64       124.893      124.893      --           65.015       --        
um_migrate_no_prefetch 8192     1     5       20     1        116.537      116.537      --           63.556       --        
um_migrate_no_prefetch 8192     1     5       20     2        118.166      118.166      --           63.353       --        
um_migrate_no_prefetch 8192     1     5       20     4        118.916      118.916      --           63.528       --        
um_migrate_no_prefetch 8192     1     5       20     8        117.744      117.744      --           63.352       --        
um_migrate_no_prefetch 8192     1     5       20     16       116.289      116.289      --           63.860       --        
um_migrate_no_prefetch 8192     1     5       20     32       117.417      117.417      --           63.455       --        
um_migrate_no_prefetch 8192     1     5       20     64       115.628      115.628      --           63.552       --        
um_migrate_no_prefetch 8192     1     5       25     1        109.702      109.702      --           63.175       --        
um_migrate_no_prefetch 8192     1     5       25     2        108.881      108.881      --           63.080       --        
um_migrate_no_prefetch 8192     1     5       25     4        109.916      109.916      --           63.024       --        
um_migrate_no_prefetch 8192     1     5       25     8        109.985      109.985      --           63.010       --        
um_migrate_no_prefetch 8192     1     5       25     16       110.152      110.152      --           63.078       --        
um_migrate_no_prefetch 8192     1     5       25     32       108.161      108.161      --           63.105       --        
um_migrate_no_prefetch 8192     1     5       25     64       109.608      109.608      --           62.483       --        
um_migrate_no_prefetch 8192     1     5       30     1        102.878      102.878      --           61.949       --        
um_migrate_no_prefetch 8192     1     5       30     2        101.424      101.424      --           60.665       --        
um_migrate_no_prefetch 8192     1     5       30     4        101.803      101.803      --           61.573       --        
um_migrate_no_prefetch 8192     1     5       30     8        101.411      101.411      --           60.534       --        
um_migrate_no_prefetch 8192     1     5       30     16       103.860      103.860      --           61.804       --        
um_migrate_no_prefetch 8192     1     5       30     32       102.465      102.465      --           61.619       --        
um_migrate_no_prefetch 8192     1     5       30     64       101.624      101.624      --           60.904       --        
gh_hbm_shared_no_prefetch 8192     1     5       10     1        130.593      130.593      --           67.224       --        
gh_hbm_shared_no_prefetch 8192     1     5       10     2        130.994      130.994      --           67.204       --        
gh_hbm_shared_no_prefetch 8192     1     5       10     4        130.176      130.176      --           67.139       --        
gh_hbm_shared_no_prefetch 8192     1     5       10     8        130.757      130.757      --           66.244       --        
gh_hbm_shared_no_prefetch 8192     1     5       10     16       131.125      131.125      --           66.047       --        
gh_hbm_shared_no_prefetch 8192     1     5       10     32       132.448      132.448      --           66.096       --        
gh_hbm_shared_no_prefetch 8192     1     5       10     64       130.153      130.153      --           67.239       --        
gh_hbm_shared_no_prefetch 8192     1     5       15     1        125.476      125.476      --           64.658       --        
gh_hbm_shared_no_prefetch 8192     1     5       15     2        123.436      123.436      --           64.995       --        
gh_hbm_shared_no_prefetch 8192     1     5       15     4        123.888      123.888      --           64.819       --        
gh_hbm_shared_no_prefetch 8192     1     5       15     8        122.323      122.323      --           64.950       --        
gh_hbm_shared_no_prefetch 8192     1     5       15     16       123.800      123.800      --           65.163       --        
gh_hbm_shared_no_prefetch 8192     1     5       15     32       125.363      125.363      --           64.826       --        
gh_hbm_shared_no_prefetch 8192     1     5       15     64       124.681      124.681      --           65.065       --        
gh_hbm_shared_no_prefetch 8192     1     5       20     1        117.244      117.244      --           63.739       --        
gh_hbm_shared_no_prefetch 8192     1     5       20     2        116.380      116.380      --           63.334       --        
gh_hbm_shared_no_prefetch 8192     1     5       20     4        116.461      116.461      --           63.448       --        
gh_hbm_shared_no_prefetch 8192     1     5       20     8        116.255      116.255      --           63.507       --        
gh_hbm_shared_no_prefetch 8192     1     5       20     16       116.275      116.275      --           63.405       --        
gh_hbm_shared_no_prefetch 8192     1     5       20     32       116.791      116.791      --           63.410       --        
gh_hbm_shared_no_prefetch 8192     1     5       20     64       118.280      118.280      --           63.479       --        
gh_hbm_shared_no_prefetch 8192     1     5       25     1        110.314      110.314      --           62.178       --        
gh_hbm_shared_no_prefetch 8192     1     5       25     2        108.559      108.559      --           62.975       --        
gh_hbm_shared_no_prefetch 8192     1     5       25     4        109.306      109.306      --           63.188       --        
gh_hbm_shared_no_prefetch 8192     1     5       25     8        108.919      108.919      --           63.039       --        
gh_hbm_shared_no_prefetch 8192     1     5       25     16       111.860      111.860      --           62.992       --        
gh_hbm_shared_no_prefetch 8192     1     5       25     32       109.418      109.418      --           63.087       --        
gh_hbm_shared_no_prefetch 8192     1     5       25     64       108.840      108.840      --           63.341       --        
gh_hbm_shared_no_prefetch 8192     1     5       30     1        101.846      101.846      --           61.829       --        
gh_hbm_shared_no_prefetch 8192     1     5       30     2        102.599      102.599      --           61.664       --        
gh_hbm_shared_no_prefetch 8192     1     5       30     4        101.600      101.600      --           61.621       --        
gh_hbm_shared_no_prefetch 8192     1     5       30     8        100.850      100.850      --           60.763       --        
gh_hbm_shared_no_prefetch 8192     1     5       30     16       101.463      101.463      --           61.613       --        
gh_hbm_shared_no_prefetch 8192     1     5       30     32       103.761      103.761      --           61.748       --        
gh_hbm_shared_no_prefetch 8192     1     5       30     64       102.067      102.067      --           60.925       --        
----------------------------------------------------------------------------------------------------------------
um_migrate             8192     2     5       10     1        247.772      122.953      124.819      41.134       4.047     
um_migrate             8192     2     5       10     2        249.888      124.201      125.687      41.197       4.023     
um_migrate             8192     2     5       10     4        251.736      124.942      126.794      41.148       4.042     
um_migrate             8192     2     5       10     8        254.384      125.946      128.438      41.248       3.979     
um_migrate             8192     2     5       10     16       250.756      125.753      125.003      41.146       4.025     
um_migrate             8192     2     5       10     32       250.131      124.001      126.130      41.155       4.001     
um_migrate             8192     2     5       10     64       246.769      122.363      124.406      41.346       3.998     
um_migrate             8192     2     5       15     1        236.729      118.025      118.704      41.186       3.854     
um_migrate             8192     2     5       15     2        234.133      116.346      117.787      41.152       3.853     
um_migrate             8192     2     5       15     4        236.565      118.403      118.162      41.137       3.803     
um_migrate             8192     2     5       15     8        234.703      117.254      117.449      41.133       3.798     
um_migrate             8192     2     5       15     16       231.875      115.173      116.702      41.145       3.830     
um_migrate             8192     2     5       15     32       233.514      116.610      116.904      41.168       3.817     
um_migrate             8192     2     5       15     64       236.986      117.859      119.127      41.148       3.823     
um_migrate             8192     2     5       20     1        223.511      110.790      112.721      41.146       3.626     
um_migrate             8192     2     5       20     2        223.381      111.610      111.771      41.144       3.645     
um_migrate             8192     2     5       20     4        222.559      110.915      111.644      41.153       3.596     
um_migrate             8192     2     5       20     8        221.969      111.345      110.624      41.146       3.604     
um_migrate             8192     2     5       20     16       224.108      112.701      111.407      41.129       3.606     
um_migrate             8192     2     5       20     32       225.358      112.645      112.713      41.225       3.594     
um_migrate             8192     2     5       20     64       221.095      110.626      110.469      41.151       3.644     
um_migrate             8192     2     5       25     1        210.157      105.101      105.056      41.148       3.374     
um_migrate             8192     2     5       25     2        207.496      103.428      104.068      41.143       3.467     
um_migrate             8192     2     5       25     4        210.260      105.035      105.225      41.146       3.410     
um_migrate             8192     2     5       25     8        206.294      102.842      103.452      41.167       3.424     
um_migrate             8192     2     5       25     16       210.718      105.307      105.411      41.157       3.435     
um_migrate             8192     2     5       25     32       211.076      104.786      106.290      41.186       3.411     
um_migrate             8192     2     5       25     64       211.536      105.400      106.136      41.147       3.418     
um_migrate             8192     2     5       30     1        194.801      97.504       97.297       41.149       3.206     
um_migrate             8192     2     5       30     2        198.929      99.863       99.066       41.191       3.220     
um_migrate             8192     2     5       30     4        195.459      98.044       97.415       41.149       3.243     
um_migrate             8192     2     5       30     8        192.255      96.328       95.927       41.211       3.205     
um_migrate             8192     2     5       30     16       193.256      96.228       97.028       41.164       3.231     
um_migrate             8192     2     5       30     32       191.278      95.576       95.702       41.200       3.195     
um_migrate             8192     2     5       30     64       197.529      98.984       98.545       41.173       3.238     
gh_hbm_shared          8192     2     5       10     1        246.121      122.373      123.748      66.210       --        
gh_hbm_shared          8192     2     5       10     2        244.440      121.402      123.038      66.133       --        
gh_hbm_shared          8192     2     5       10     4        250.312      123.777      126.535      66.332       --        
gh_hbm_shared          8192     2     5       10     8        247.152      123.177      123.975      66.194       --        
gh_hbm_shared          8192     2     5       10     16       251.163      125.013      126.150      66.656       --        
gh_hbm_shared          8192     2     5       10     32       252.206      125.609      126.597      66.445       --        
gh_hbm_shared          8192     2     5       10     64       250.029      123.997      126.032      66.409       --        
gh_hbm_shared          8192     2     5       15     1        232.943      115.900      117.043      64.781       --        
gh_hbm_shared          8192     2     5       15     2        234.504      117.029      117.475      65.084       --        
gh_hbm_shared          8192     2     5       15     4        236.599      117.938      118.661      64.709       --        
gh_hbm_shared          8192     2     5       15     8        233.117      116.341      116.776      64.858       --        
gh_hbm_shared          8192     2     5       15     16       234.389      116.684      117.705      64.823       --        
gh_hbm_shared          8192     2     5       15     32       234.191      116.974      117.217      64.734       --        
gh_hbm_shared          8192     2     5       15     64       237.966      118.575      119.391      65.140       --        
gh_hbm_shared          8192     2     5       20     1        222.216      110.482      111.734      63.624       --        
gh_hbm_shared          8192     2     5       20     2        221.560      110.618      110.942      63.504       --        
gh_hbm_shared          8192     2     5       20     4        222.932      111.947      110.985      63.688       --        
gh_hbm_shared          8192     2     5       20     8        218.248      108.917      109.331      63.501       --        
gh_hbm_shared          8192     2     5       20     16       221.240      110.775      110.465      63.678       --        
gh_hbm_shared          8192     2     5       20     32       217.446      108.120      109.326      63.574       --        
gh_hbm_shared          8192     2     5       20     64       217.875      108.607      109.268      63.430       --        
gh_hbm_shared          8192     2     5       25     1        209.433      104.776      104.657      62.262       --        
gh_hbm_shared          8192     2     5       25     2        208.852      104.808      104.044      62.504       --        
gh_hbm_shared          8192     2     5       25     4        210.639      104.959      105.680      62.167       --        
gh_hbm_shared          8192     2     5       25     8        208.055      103.404      104.651      62.207       --        
gh_hbm_shared          8192     2     5       25     16       210.282      104.517      105.765      62.213       --        
gh_hbm_shared          8192     2     5       25     32       211.776      105.911      105.865      62.285       --        
gh_hbm_shared          8192     2     5       25     64       207.003      103.593      103.410      62.157       --        
gh_hbm_shared          8192     2     5       30     1        194.004      97.865       96.139       60.907       --        
gh_hbm_shared          8192     2     5       30     2        193.126      96.982       96.144       60.806       --        
gh_hbm_shared          8192     2     5       30     4        198.202      99.617       98.585       60.567       --        
gh_hbm_shared          8192     2     5       30     8        198.114      99.142       98.972       60.899       --        
gh_hbm_shared          8192     2     5       30     16       195.106      97.972       97.134       60.573       --        
gh_hbm_shared          8192     2     5       30     32       192.124      96.514       95.610       60.644       --        
gh_hbm_shared          8192     2     5       30     64       193.875      96.662       97.213       60.759       --        
gh_cpu_shared          8192     2     5       10     1        8.210        4.176        4.034        40.485       --        
gh_cpu_shared          8192     2     5       10     2        7.496        3.705        3.791        40.839       --        
gh_cpu_shared          8192     2     5       10     4        7.797        3.950        3.847        40.946       --        
gh_cpu_shared          8192     2     5       10     8        7.844        3.939        3.905        41.187       --        
gh_cpu_shared          8192     2     5       10     16       7.969        4.046        3.923        41.177       --        
gh_cpu_shared          8192     2     5       10     32       7.969        4.009        3.960        41.203       --        
gh_cpu_shared          8192     2     5       10     64       7.956        4.041        3.915        41.345       --        
gh_cpu_shared          8192     2     5       15     1        11.670       5.937        5.733        40.530       --        
gh_cpu_shared          8192     2     5       15     2        7.495        3.837        3.658        40.535       --        
gh_cpu_shared          8192     2     5       15     4        7.396        3.734        3.662        40.895       --        
gh_cpu_shared          8192     2     5       15     8        7.700        3.884        3.816        41.070       --        
gh_cpu_shared          8192     2     5       15     16       7.824        3.956        3.868        41.197       --        
gh_cpu_shared          8192     2     5       15     32       7.907        4.015        3.892        41.196       --        
gh_cpu_shared          8192     2     5       15     64       7.776        3.943        3.833        41.188       --        
gh_cpu_shared          8192     2     5       20     1        15.575       7.896        7.679        40.391       --        
gh_cpu_shared          8192     2     5       20     2        9.043        4.606        4.437        40.442       --        
gh_cpu_shared          8192     2     5       20     4        7.087        3.598        3.489        40.825       --        
gh_cpu_shared          8192     2     5       20     8        7.515        3.793        3.722        40.836       --        
gh_cpu_shared          8192     2     5       20     16       7.808        3.951        3.857        41.087       --        
gh_cpu_shared          8192     2     5       20     32       7.887        4.003        3.884        41.212       --        
gh_cpu_shared          8192     2     5       20     64       7.874        3.993        3.881        40.967       --        
gh_cpu_shared          8192     2     5       25     1        19.484       9.867        9.617        40.374       --        
gh_cpu_shared          8192     2     5       25     2        11.083       5.616        5.467        40.319       --        
gh_cpu_shared          8192     2     5       25     4        7.577        3.868        3.709        40.311       --        
gh_cpu_shared          8192     2     5       25     8        7.319        3.685        3.634        41.076       --        
gh_cpu_shared          8192     2     5       25     16       7.804        3.934        3.870        40.955       --        
gh_cpu_shared          8192     2     5       25     32       7.857        3.973        3.884        41.200       --        
gh_cpu_shared          8192     2     5       25     64       7.922        4.009        3.913        40.841       --        
gh_cpu_shared          8192     2     5       30     1        23.357       11.766       11.591       40.298       --        
gh_cpu_shared          8192     2     5       30     2        13.119       6.655        6.464        40.294       --        
gh_cpu_shared          8192     2     5       30     4        8.627        4.373        4.254        40.310       --        
gh_cpu_shared          8192     2     5       30     8        7.123        3.589        3.534        40.437       --        
gh_cpu_shared          8192     2     5       30     16       7.691        3.876        3.815        40.851       --        
gh_cpu_shared          8192     2     5       30     32       7.844        3.953        3.891        41.201       --        
gh_cpu_shared          8192     2     5       30     64       7.990        4.031        3.959        40.960       --        
gh_hmm_pageable        8192     2     5       10     1        44.417       24.642       19.775       61.929       --        
gh_hmm_pageable        8192     2     5       10     2        44.497       15.226       29.271       61.933       --        
gh_hmm_pageable        8192     2     5       10     4        44.655       15.197       29.458       62.018       --        
gh_hmm_pageable        8192     2     5       10     8        40.218       27.209       13.009       62.072       --        
gh_hmm_pageable        8192     2     5       10     16       39.779       21.666       18.113       62.101       --        
gh_hmm_pageable        8192     2     5       10     32       45.982       17.124       28.858       62.008       --        
gh_hmm_pageable        8192     2     5       10     64       39.899       38.180       1.719        62.250       --        
gh_hmm_pageable        8192     2     5       15     1        41.294       6.027        35.267       60.725       --        
gh_hmm_pageable        8192     2     5       15     2        37.659       3.627        34.032       60.790       --        
gh_hmm_pageable        8192     2     5       15     4        41.755       24.824       16.931       60.609       --        
gh_hmm_pageable        8192     2     5       15     8        37.653       5.938        31.715       60.892       --        
gh_hmm_pageable        8192     2     5       15     16       38.586       12.495       26.091       60.898       --        
gh_hmm_pageable        8192     2     5       15     32       35.083       31.315       3.768        60.847       --        
gh_hmm_pageable        8192     2     5       15     64       42.020       31.828       10.192       60.926       --        
gh_hmm_pageable        8192     2     5       20     1        39.224       7.908        31.316       58.806       --        
gh_hmm_pageable        8192     2     5       20     2        38.308       22.590       15.718       59.471       --        
gh_hmm_pageable        8192     2     5       20     4        33.946       21.128       12.818       59.131       --        
gh_hmm_pageable        8192     2     5       20     8        40.427       24.856       15.571       59.586       --        
gh_hmm_pageable        8192     2     5       20     16       34.666       11.332       23.334       59.781       --        
gh_hmm_pageable        8192     2     5       20     32       38.501       36.969       1.532        59.693       --        
gh_hmm_pageable        8192     2     5       20     64       33.050       30.893       2.157        59.739       --        
gh_hmm_pageable        8192     2     5       25     1        41.040       9.584        31.456       57.622       --        
gh_hmm_pageable        8192     2     5       25     2        38.917       23.189       15.728       58.287       --        
gh_hmm_pageable        8192     2     5       25     4        36.580       22.566       14.014       58.351       --        
gh_hmm_pageable        8192     2     5       25     8        32.814       5.427        27.387       58.460       --        
gh_hmm_pageable        8192     2     5       25     16       34.755       13.007       21.748       58.323       --        
gh_hmm_pageable        8192     2     5       25     32       35.635       25.880       9.755        58.155       --        
gh_hmm_pageable        8192     2     5       25     64       31.645       22.667       8.978        58.411       --        
gh_hmm_pageable        8192     2     5       30     1        39.331       20.160       19.171       56.438       --        
gh_hmm_pageable        8192     2     5       30     2        36.671       6.272        30.399       56.615       --        
gh_hmm_pageable        8192     2     5       30     4        31.996       17.495       14.501       57.075       --        
gh_hmm_pageable        8192     2     5       30     8        29.159       19.135       10.024       56.843       --        
gh_hmm_pageable        8192     2     5       30     16       32.444       23.020       9.424        57.346       --        
gh_hmm_pageable        8192     2     5       30     32       30.775       29.142       1.633        56.871       --        
gh_hmm_pageable        8192     2     5       30     64       28.136       26.364       1.772        57.352       --        
gh_hmm_pageable_gpu_init 8192     2     5       10     1        18.444       9.338        9.106        64.292       --        
gh_hmm_pageable_gpu_init 8192     2     5       10     2        10.037       5.095        4.942        64.141       --        
gh_hmm_pageable_gpu_init 8192     2     5       10     4        5.598        2.850        2.748        64.327       --        
gh_hmm_pageable_gpu_init 8192     2     5       10     8        3.378        1.728        1.650        64.247       --        
gh_hmm_pageable_gpu_init 8192     2     5       10     16       2.374        1.227        1.147        64.127       --        
gh_hmm_pageable_gpu_init 8192     2     5       10     32       1.903        1.012        0.891        63.653       --        
gh_hmm_pageable_gpu_init 8192     2     5       10     64       1.998        1.105        0.893        63.542       --        
gh_hmm_pageable_gpu_init 8192     2     5       15     1        27.522       13.909       13.613       64.210       --        
gh_hmm_pageable_gpu_init 8192     2     5       15     2        14.608       7.388        7.220        63.861       --        
gh_hmm_pageable_gpu_init 8192     2     5       15     4        7.878        3.982        3.896        63.769       --        
gh_hmm_pageable_gpu_init 8192     2     5       15     8        4.571        2.322        2.249        64.299       --        
gh_hmm_pageable_gpu_init 8192     2     5       15     16       2.968        1.525        1.443        64.124       --        
gh_hmm_pageable_gpu_init 8192     2     5       15     32       2.241        1.184        1.057        63.767       --        
gh_hmm_pageable_gpu_init 8192     2     5       15     64       2.355        1.294        1.061        63.172       --        
gh_hmm_pageable_gpu_init 8192     2     5       20     1        37.341       18.799       18.542       63.577       --        
gh_hmm_pageable_gpu_init 8192     2     5       20     2        19.355       9.759        9.596        63.771       --        
gh_hmm_pageable_gpu_init 8192     2     5       20     4        10.303       5.191        5.112        64.252       --        
gh_hmm_pageable_gpu_init 8192     2     5       20     8        5.708        2.894        2.814        63.992       --        
gh_hmm_pageable_gpu_init 8192     2     5       20     16       3.568        1.829        1.739        63.984       --        
gh_hmm_pageable_gpu_init 8192     2     5       20     32       2.645        1.393        1.252        63.839       --        
gh_hmm_pageable_gpu_init 8192     2     5       20     64       2.741        1.493        1.248        63.132       --        
gh_hmm_pageable_gpu_init 8192     2     5       25     1        46.947       23.649       23.298       63.634       --        
gh_hmm_pageable_gpu_init 8192     2     5       25     2        24.129       12.167       11.962       63.581       --        
gh_hmm_pageable_gpu_init 8192     2     5       25     4        12.700       6.419        6.281        64.005       --        
gh_hmm_pageable_gpu_init 8192     2     5       25     8        6.928        3.508        3.420        63.993       --        
gh_hmm_pageable_gpu_init 8192     2     5       25     16       4.203        2.147        2.056        63.940       --        
gh_hmm_pageable_gpu_init 8192     2     5       25     32       3.010        1.561        1.449        63.687       --        
gh_hmm_pageable_gpu_init 8192     2     5       25     64       3.139        1.679        1.460        63.094       --        
gh_hmm_pageable_gpu_init 8192     2     5       30     1        56.509       28.388       28.121       63.957       --        
gh_hmm_pageable_gpu_init 8192     2     5       30     2        28.955       14.579       14.376       63.604       --        
gh_hmm_pageable_gpu_init 8192     2     5       30     4        15.012       7.570        7.442        64.103       --        
gh_hmm_pageable_gpu_init 8192     2     5       30     8        8.124        4.103        4.021        63.916       --        
gh_hmm_pageable_gpu_init 8192     2     5       30     16       4.805        2.451        2.354        64.167       --        
gh_hmm_pageable_gpu_init 8192     2     5       30     32       3.389        1.759        1.630        63.710       --        
gh_hmm_pageable_gpu_init 8192     2     5       30     64       3.515        1.877        1.638        63.234       --        
um_migrate_no_prefetch 8192     2     5       10     1        255.633      130.752      124.881      66.349       --        
um_migrate_no_prefetch 8192     2     5       10     2        255.295      131.810      123.485      66.280       --        
um_migrate_no_prefetch 8192     2     5       10     4        254.411      131.379      123.032      66.383       --        
um_migrate_no_prefetch 8192     2     5       10     8        260.682      133.331      127.351      66.464       --        
um_migrate_no_prefetch 8192     2     5       10     16       248.283      127.090      121.193      63.562       --        
um_migrate_no_prefetch 8192     2     5       10     32       261.696      134.994      126.702      66.225       --        
um_migrate_no_prefetch 8192     2     5       10     64       258.568      132.289      126.279      66.581       --        
um_migrate_no_prefetch 8192     2     5       15     1        234.068      120.166      113.902      62.480       --        
um_migrate_no_prefetch 8192     2     5       15     2        243.043      125.147      117.896      64.994       --        
um_migrate_no_prefetch 8192     2     5       15     4        246.653      126.005      120.648      65.308       --        
um_migrate_no_prefetch 8192     2     5       15     8        242.879      124.513      118.366      64.854       --        
um_migrate_no_prefetch 8192     2     5       15     16       243.575      125.524      118.051      64.797       --        
um_migrate_no_prefetch 8192     2     5       15     32       243.470      124.453      119.017      65.151       --        
um_migrate_no_prefetch 8192     2     5       15     64       235.338      120.508      114.830      62.478       --        
um_migrate_no_prefetch 8192     2     5       20     1        229.939      117.860      112.079      63.606       --        
um_migrate_no_prefetch 8192     2     5       20     2        227.700      116.796      110.904      63.774       --        
um_migrate_no_prefetch 8192     2     5       20     4        228.980      117.907      111.073      63.492       --        
um_migrate_no_prefetch 8192     2     5       20     8        234.048      119.299      114.749      63.435       --        
um_migrate_no_prefetch 8192     2     5       20     16       228.890      117.086      111.804      63.699       --        
um_migrate_no_prefetch 8192     2     5       20     32       228.386      117.082      111.304      63.598       --        
um_migrate_no_prefetch 8192     2     5       20     64       230.462      118.537      111.925      63.577       --        
um_migrate_no_prefetch 8192     2     5       25     1        213.417      108.730      104.687      62.355       --        
um_migrate_no_prefetch 8192     2     5       25     2        213.945      109.548      104.397      62.560       --        
um_migrate_no_prefetch 8192     2     5       25     4        213.822      109.837      103.985      62.130       --        
um_migrate_no_prefetch 8192     2     5       25     8        225.379      116.026      109.353      62.009       --        
um_migrate_no_prefetch 8192     2     5       25     16       213.718      109.343      104.375      62.186       --        
um_migrate_no_prefetch 8192     2     5       25     32       212.721      108.408      104.313      61.898       --        
um_migrate_no_prefetch 8192     2     5       25     64       218.774      111.614      107.160      62.392       --        
um_migrate_no_prefetch 8192     2     5       30     1        205.954      104.872      101.082      60.857       --        
um_migrate_no_prefetch 8192     2     5       30     2        202.923      104.006      98.917       60.972       --        
um_migrate_no_prefetch 8192     2     5       30     4        200.803      102.907      97.896       60.717       --        
um_migrate_no_prefetch 8192     2     5       30     8        204.682      104.618      100.064      60.528       --        
um_migrate_no_prefetch 8192     2     5       30     16       201.463      103.584      97.879       60.885       --        
um_migrate_no_prefetch 8192     2     5       30     32       200.375      103.013      97.362       60.834       --        
