STENCIL SYNERGY (Manual split) RESULTS
----------------------------------------------------------------------------------------------------------------
Mode                   N        Step  Iters   K%%    Threads  Total(ms)    Cold(ms)     Warm(ms)     Read(ms)     UMback(ms)
gh_hmm_pageable        2048     2     5       20     16       2.124        2.007        0.117        3.463        --        
gh_hmm_pageable        2048     2     5       20     32       2.165        2.057        0.108        3.444        --        
gh_hmm_pageable        2048     2     5       20     64       2.249        2.141        0.108        3.440        --        
gh_hmm_pageable        2048     2     5       25     1        2.662        0.590        2.072        3.373        --        
gh_hmm_pageable        2048     2     5       25     2        2.296        0.372        1.924        3.370        --        
gh_hmm_pageable        2048     2     5       25     4        2.146        0.905        1.241        3.380        --        
gh_hmm_pageable        2048     2     5       25     8        2.000        1.851        0.149        3.397        --        
gh_hmm_pageable        2048     2     5       25     16       2.014        1.887        0.127        3.381        --        
gh_hmm_pageable        2048     2     5       25     32       2.009        1.899        0.110        3.370        --        
gh_hmm_pageable        2048     2     5       25     64       2.115        2.009        0.106        3.365        --        
gh_hmm_pageable        2048     2     5       30     1        2.678        1.988        0.690        3.283        --        
gh_hmm_pageable        2048     2     5       30     2        2.362        0.468        1.894        3.305        --        
gh_hmm_pageable        2048     2     5       30     4        2.106        0.998        1.108        3.327        --        
gh_hmm_pageable        2048     2     5       30     8        1.971        1.793        0.178        3.339        --        
gh_hmm_pageable        2048     2     5       30     16       1.903        1.763        0.140        3.326        --        
gh_hmm_pageable        2048     2     5       30     32       1.902        1.800        0.102        3.305        --        
gh_hmm_pageable        2048     2     5       30     64       2.011        1.914        0.097        3.293        --        
gh_hmm_pageable_gpu_init 2048     2     5       10     1        1.001        0.539        0.462        3.673        --        
gh_hmm_pageable_gpu_init 2048     2     5       10     2        .655         0.342        0.313        3.630        --        
gh_hmm_pageable_gpu_init 2048     2     5       10     4        .441         0.235        0.206        3.643        --        
gh_hmm_pageable_gpu_init 2048     2     5       10     8        .329         0.196        0.133        3.605        --        
gh_hmm_pageable_gpu_init 2048     2     5       10     16       .307         0.189        0.118        3.605        --        
gh_hmm_pageable_gpu_init 2048     2     5       10     32       .355         0.240        0.115        3.583        --        
gh_hmm_pageable_gpu_init 2048     2     5       10     64       .477         0.359        0.118        3.594        --        
gh_hmm_pageable_gpu_init 2048     2     5       15     1        1.465        0.763        0.702        3.574        --        
gh_hmm_pageable_gpu_init 2048     2     5       15     2        .848         0.443        0.405        3.584        --        
gh_hmm_pageable_gpu_init 2048     2     5       15     4        .548         0.295        0.253        3.593        --        
gh_hmm_pageable_gpu_init 2048     2     5       15     8        .411         0.238        0.173        3.685        --        
gh_hmm_pageable_gpu_init 2048     2     5       15     16       .324         0.203        0.121        3.548        --        
gh_hmm_pageable_gpu_init 2048     2     5       15     32       .360         0.247        0.113        3.539        --        
gh_hmm_pageable_gpu_init 2048     2     5       15     64       .458         0.345        0.113        3.542        --        
gh_hmm_pageable_gpu_init 2048     2     5       20     1        1.913        1.001        0.912        3.568        --        
gh_hmm_pageable_gpu_init 2048     2     5       20     2        1.078        0.562        0.516        3.600        --        
gh_hmm_pageable_gpu_init 2048     2     5       20     4        .636         0.347        0.289        3.603        --        
gh_hmm_pageable_gpu_init 2048     2     5       20     8        .452         0.252        0.200        3.553        --        
gh_hmm_pageable_gpu_init 2048     2     5       20     16       .365         0.233        0.132        3.563        --        
gh_hmm_pageable_gpu_init 2048     2     5       20     32       .358         0.243        0.115        3.493        --        
gh_hmm_pageable_gpu_init 2048     2     5       20     64       .464         0.353        0.111        3.478        --        
gh_hmm_pageable_gpu_init 2048     2     5       25     1        2.349        1.224        1.125        3.586        --        
gh_hmm_pageable_gpu_init 2048     2     5       25     2        1.307        0.691        0.616        3.560        --        
gh_hmm_pageable_gpu_init 2048     2     5       25     4        .751         0.407        0.344        3.577        --        
gh_hmm_pageable_gpu_init 2048     2     5       25     8        .504         0.281        0.223        3.553        --        
gh_hmm_pageable_gpu_init 2048     2     5       25     16       .391         0.240        0.151        3.681        --        
gh_hmm_pageable_gpu_init 2048     2     5       25     32       .363         0.253        0.110        3.438        --        
gh_hmm_pageable_gpu_init 2048     2     5       25     64       .457         0.351        0.106        3.409        --        
gh_hmm_pageable_gpu_init 2048     2     5       30     1        2.792        1.453        1.339        3.568        --        
gh_hmm_pageable_gpu_init 2048     2     5       30     2        1.544        0.805        0.739        3.565        --        
gh_hmm_pageable_gpu_init 2048     2     5       30     4        .881         0.474        0.407        3.530        --        
gh_hmm_pageable_gpu_init 2048     2     5       30     8        .561         0.312        0.249        3.509        --        
gh_hmm_pageable_gpu_init 2048     2     5       30     16       .429         0.257        0.172        3.726        --        
gh_hmm_pageable_gpu_init 2048     2     5       30     32       .370         0.259        0.111        3.404        --        
gh_hmm_pageable_gpu_init 2048     2     5       30     64       .455         0.347        0.108        3.347        --        
um_migrate_no_prefetch 2048     2     5       10     1        19.672       9.931        9.741        4.166        --        
um_migrate_no_prefetch 2048     2     5       10     2        19.830       9.977        9.853        4.227        --        
um_migrate_no_prefetch 2048     2     5       10     4        20.154       9.966        10.188       4.225        --        
um_migrate_no_prefetch 2048     2     5       10     8        19.606       9.903        9.703        4.197        --        
um_migrate_no_prefetch 2048     2     5       10     16       20.356       10.170       10.186       4.181        --        
um_migrate_no_prefetch 2048     2     5       10     32       20.491       10.295       10.196       4.177        --        
um_migrate_no_prefetch 2048     2     5       10     64       20.281       10.462       9.819        4.160        --        
um_migrate_no_prefetch 2048     2     5       15     1        18.636       9.356        9.280        4.051        --        
um_migrate_no_prefetch 2048     2     5       15     2        19.015       9.825        9.190        4.100        --        
um_migrate_no_prefetch 2048     2     5       15     4        18.821       9.467        9.354        4.154        --        
um_migrate_no_prefetch 2048     2     5       15     8        18.504       9.148        9.356        4.116        --        
um_migrate_no_prefetch 2048     2     5       15     16       18.409       9.450        8.959        4.078        --        
um_migrate_no_prefetch 2048     2     5       15     32       18.540       9.175        9.365        4.139        --        
um_migrate_no_prefetch 2048     2     5       15     64       17.824       8.986        8.838        4.116        --        
um_migrate_no_prefetch 2048     2     5       20     1        17.721       8.889        8.832        4.053        --        
um_migrate_no_prefetch 2048     2     5       20     2        18.199       9.249        8.950        4.107        --        
um_migrate_no_prefetch 2048     2     5       20     4        16.513       8.461        8.052        4.094        --        
um_migrate_no_prefetch 2048     2     5       20     8        16.591       8.490        8.101        4.101        --        
um_migrate_no_prefetch 2048     2     5       20     16       16.520       8.395        8.125        4.075        --        
um_migrate_no_prefetch 2048     2     5       20     32       16.621       8.503        8.118        4.042        --        
um_migrate_no_prefetch 2048     2     5       20     64       16.979       8.544        8.435        4.077        --        
um_migrate_no_prefetch 2048     2     5       25     1        15.876       7.971        7.905        3.892        --        
um_migrate_no_prefetch 2048     2     5       25     2        17.191       8.270        8.921        3.909        --        
um_migrate_no_prefetch 2048     2     5       25     4        16.822       8.429        8.393        3.959        --        
um_migrate_no_prefetch 2048     2     5       25     8        15.570       7.876        7.694        3.977        --        
um_migrate_no_prefetch 2048     2     5       25     16       16.348       8.110        8.238        3.968        --        
um_migrate_no_prefetch 2048     2     5       25     32       15.579       7.869        7.710        3.955        --        
um_migrate_no_prefetch 2048     2     5       25     64       17.062       8.481        8.581        3.969        --        
um_migrate_no_prefetch 2048     2     5       30     1        16.963       8.656        8.307        3.812        --        
um_migrate_no_prefetch 2048     2     5       30     2        15.845       7.888        7.957        3.813        --        
um_migrate_no_prefetch 2048     2     5       30     4        16.366       8.255        8.111        3.856        --        
um_migrate_no_prefetch 2048     2     5       30     8        16.445       8.495        7.950        3.898        --        
um_migrate_no_prefetch 2048     2     5       30     16       16.209       8.330        7.879        3.927        --        
um_migrate_no_prefetch 2048     2     5       30     32       16.333       8.475        7.858        3.853        --        
um_migrate_no_prefetch 2048     2     5       30     64       16.103       8.043        8.060        3.846        --        
gh_hbm_shared_no_prefetch 2048     2     5       10     1        19.753       10.105       9.648        4.235        --        
gh_hbm_shared_no_prefetch 2048     2     5       10     2        20.318       10.368       9.950        4.253        --        
gh_hbm_shared_no_prefetch 2048     2     5       10     4        19.694       9.968        9.726        4.205        --        
gh_hbm_shared_no_prefetch 2048     2     5       10     8        20.078       10.185       9.893        4.184        --        
gh_hbm_shared_no_prefetch 2048     2     5       10     16       20.097       10.244       9.853        4.191        --        
gh_hbm_shared_no_prefetch 2048     2     5       10     32       19.374       9.684        9.690        4.172        --        
gh_hbm_shared_no_prefetch 2048     2     5       10     64       20.108       10.108       10.000       4.185        --        
gh_hbm_shared_no_prefetch 2048     2     5       15     1        18.955       9.669        9.286        4.094        --        
gh_hbm_shared_no_prefetch 2048     2     5       15     2        19.160       9.581        9.579        4.204        --        
gh_hbm_shared_no_prefetch 2048     2     5       15     4        18.473       9.388        9.085        4.171        --        
gh_hbm_shared_no_prefetch 2048     2     5       15     8        18.504       9.098        9.406        4.173        --        
gh_hbm_shared_no_prefetch 2048     2     5       15     16       18.200       9.089        9.111        4.091        --        
gh_hbm_shared_no_prefetch 2048     2     5       15     32       18.228       9.001        9.227        4.134        --        
gh_hbm_shared_no_prefetch 2048     2     5       15     64       18.317       9.212        9.105        4.150        --        
gh_hbm_shared_no_prefetch 2048     2     5       20     1        17.675       8.778        8.897        4.042        --        
gh_hbm_shared_no_prefetch 2048     2     5       20     2        17.799       8.967        8.832        4.041        --        
gh_hbm_shared_no_prefetch 2048     2     5       20     4        17.081       8.779        8.302        4.156        --        
gh_hbm_shared_no_prefetch 2048     2     5       20     8        17.708       8.929        8.779        4.102        --        
gh_hbm_shared_no_prefetch 2048     2     5       20     16       17.035       8.656        8.379        4.057        --        
gh_hbm_shared_no_prefetch 2048     2     5       20     32       16.711       8.614        8.097        4.034        --        
gh_hbm_shared_no_prefetch 2048     2     5       20     64       17.229       8.715        8.514        4.051        --        
gh_hbm_shared_no_prefetch 2048     2     5       25     1        16.078       8.128        7.950        3.918        --        
gh_hbm_shared_no_prefetch 2048     2     5       25     2        16.292       8.380        7.912        3.908        --        
gh_hbm_shared_no_prefetch 2048     2     5       25     4        16.965       8.344        8.621        4.040        --        
gh_hbm_shared_no_prefetch 2048     2     5       25     8        16.718       8.376        8.342        4.019        --        
gh_hbm_shared_no_prefetch 2048     2     5       25     16       16.320       8.417        7.903        3.982        --        
gh_hbm_shared_no_prefetch 2048     2     5       25     32       16.842       8.573        8.269        3.946        --        
gh_hbm_shared_no_prefetch 2048     2     5       25     64       16.200       8.182        8.018        3.958        --        
gh_hbm_shared_no_prefetch 2048     2     5       30     1        16.261       8.133        8.128        3.853        --        
gh_hbm_shared_no_prefetch 2048     2     5       30     2        16.415       8.227        8.188        3.902        --        
gh_hbm_shared_no_prefetch 2048     2     5       30     4        16.443       8.458        7.985        3.847        --        
gh_hbm_shared_no_prefetch 2048     2     5       30     8        16.115       8.097        8.018        3.890        --        
gh_hbm_shared_no_prefetch 2048     2     5       30     16       16.232       8.372        7.860        3.921        --        
gh_hbm_shared_no_prefetch 2048     2     5       30     32       16.460       8.113        8.347        3.868        --        
gh_hbm_shared_no_prefetch 2048     2     5       30     64       16.763       8.523        8.240        3.846        --        
----------------------------------------------------------------------------------------------------------------
um_migrate             4096     1     5       10     1        32.626       32.626       --           16.572       1.183     
um_migrate             4096     1     5       10     2        31.772       31.772       --           16.584       1.067     
um_migrate             4096     1     5       10     4        32.199       32.199       --           16.579       1.067     
um_migrate             4096     1     5       10     8        32.418       32.418       --           16.558       1.066     
um_migrate             4096     1     5       10     16       32.254       32.254       --           16.555       1.052     
um_migrate             4096     1     5       10     32       32.812       32.812       --           16.708       1.081     
um_migrate             4096     1     5       10     64       32.572       32.572       --           16.536       1.069     
um_migrate             4096     1     5       15     1        30.611       30.611       --           16.161       0.991     
um_migrate             4096     1     5       15     2        31.321       31.321       --           16.228       0.998     
um_migrate             4096     1     5       15     4        30.126       30.126       --           15.606       1.019     
um_migrate             4096     1     5       15     8        31.276       31.276       --           16.286       1.007     
um_migrate             4096     1     5       15     16       30.597       30.597       --           16.281       1.048     
um_migrate             4096     1     5       15     32       30.688       30.688       --           16.277       1.040     
um_migrate             4096     1     5       15     64       30.954       30.954       --           16.267       1.055     
um_migrate             4096     1     5       20     1        28.502       28.502       --           15.861       0.964     
um_migrate             4096     1     5       20     2        28.939       28.939       --           15.873       0.976     
um_migrate             4096     1     5       20     4        29.225       29.225       --           15.885       0.965     
um_migrate             4096     1     5       20     8        29.626       29.626       --           15.928       0.973     
um_migrate             4096     1     5       20     16       28.626       28.626       --           15.970       0.989     
um_migrate             4096     1     5       20     32       29.248       29.248       --           15.904       0.981     
um_migrate             4096     1     5       20     64       28.852       28.852       --           16.000       0.995     
um_migrate             4096     1     5       25     1        27.671       27.671       --           15.575       0.910     
um_migrate             4096     1     5       25     2        27.305       27.305       --           15.517       0.910     
um_migrate             4096     1     5       25     4        27.520       27.520       --           15.555       0.920     
um_migrate             4096     1     5       25     8        26.966       26.966       --           15.526       0.920     
um_migrate             4096     1     5       25     16       27.376       27.376       --           15.591       0.900     
um_migrate             4096     1     5       25     32       27.347       27.347       --           15.538       0.907     
um_migrate             4096     1     5       25     64       27.422       27.422       --           15.630       0.952     
um_migrate             4096     1     5       30     1        25.915       25.915       --           15.166       0.854     
um_migrate             4096     1     5       30     2        25.054       25.054       --           15.158       0.851     
um_migrate             4096     1     5       30     4        25.553       25.553       --           15.138       0.892     
um_migrate             4096     1     5       30     8        25.772       25.772       --           15.238       0.864     
um_migrate             4096     1     5       30     16       25.512       25.512       --           15.246       0.866     
um_migrate             4096     1     5       30     32       25.986       25.986       --           15.248       0.887     
um_migrate             4096     1     5       30     64       25.900       25.900       --           15.350       0.878     
gh_hbm_shared          4096     1     5       10     1        32.405       32.405       --           16.544       --        
gh_hbm_shared          4096     1     5       10     2        32.406       32.406       --           16.729       --        
gh_hbm_shared          4096     1     5       10     4        32.689       32.689       --           16.600       --        
gh_hbm_shared          4096     1     5       10     8        32.183       32.183       --           16.582       --        
gh_hbm_shared          4096     1     5       10     16       32.292       32.292       --           16.674       --        
gh_hbm_shared          4096     1     5       10     32       32.323       32.323       --           16.609       --        
gh_hbm_shared          4096     1     5       10     64       32.418       32.418       --           16.593       --        
gh_hbm_shared          4096     1     5       15     1        30.584       30.584       --           16.166       --        
gh_hbm_shared          4096     1     5       15     2        30.909       30.909       --           16.263       --        
gh_hbm_shared          4096     1     5       15     4        30.087       30.087       --           16.225       --        
gh_hbm_shared          4096     1     5       15     8        31.327       31.327       --           16.213       --        
gh_hbm_shared          4096     1     5       15     16       30.307       30.307       --           16.260       --        
gh_hbm_shared          4096     1     5       15     32       30.670       30.670       --           16.271       --        
gh_hbm_shared          4096     1     5       15     64       30.787       30.787       --           16.262       --        
gh_hbm_shared          4096     1     5       20     1        28.641       28.641       --           15.957       --        
gh_hbm_shared          4096     1     5       20     2        29.060       29.060       --           15.880       --        
gh_hbm_shared          4096     1     5       20     4        29.459       29.459       --           15.883       --        
gh_hbm_shared          4096     1     5       20     8        29.371       29.371       --           15.962       --        
gh_hbm_shared          4096     1     5       20     16       29.938       29.938       --           15.956       --        
gh_hbm_shared          4096     1     5       20     32       28.814       28.814       --           15.928       --        
gh_hbm_shared          4096     1     5       20     64       29.453       29.453       --           16.002       --        
gh_hbm_shared          4096     1     5       25     1        27.277       27.277       --           15.597       --        
gh_hbm_shared          4096     1     5       25     2        27.060       27.060       --           15.585       --        
gh_hbm_shared          4096     1     5       25     4        26.892       26.892       --           15.515       --        
gh_hbm_shared          4096     1     5       25     8        27.025       27.025       --           15.565       --        
gh_hbm_shared          4096     1     5       25     16       26.640       26.640       --           15.545       --        
gh_hbm_shared          4096     1     5       25     32       27.101       27.101       --           15.585       --        
gh_hbm_shared          4096     1     5       25     64       26.710       26.710       --           15.683       --        
gh_hbm_shared          4096     1     5       30     1        24.833       24.833       --           15.151       --        
gh_hbm_shared          4096     1     5       30     2        25.236       25.236       --           15.144       --        
gh_hbm_shared          4096     1     5       30     4        25.547       25.547       --           15.166       --        
gh_hbm_shared          4096     1     5       30     8        25.032       25.032       --           15.245       --        
gh_hbm_shared          4096     1     5       30     16       25.748       25.748       --           15.232       --        
gh_hbm_shared          4096     1     5       30     32       25.818       25.818       --           15.280       --        
gh_hbm_shared          4096     1     5       30     64       25.332       25.332       --           15.368       --        
gh_cpu_shared          4096     1     5       10     1        1.158        1.158        --           10.520       --        
gh_cpu_shared          4096     1     5       10     2        1.108        1.108        --           10.415       --        
gh_cpu_shared          4096     1     5       10     4        1.097        1.097        --           10.388       --        
gh_cpu_shared          4096     1     5       10     8        1.108        1.108        --           10.466       --        
gh_cpu_shared          4096     1     5       10     16       1.097        1.097        --           10.381       --        
gh_cpu_shared          4096     1     5       10     32       1.103        1.103        --           10.299       --        
gh_cpu_shared          4096     1     5       10     64       1.184        1.184        --           10.309       --        
gh_cpu_shared          4096     1     5       15     1        1.474        1.474        --           10.324       --        
gh_cpu_shared          4096     1     5       15     2        1.081        1.081        --           10.292       --        
gh_cpu_shared          4096     1     5       15     4        1.064        1.064        --           10.313       --        
gh_cpu_shared          4096     1     5       15     8        1.058        1.058        --           10.308       --        
gh_cpu_shared          4096     1     5       15     16       1.060        1.060        --           10.370       --        
gh_cpu_shared          4096     1     5       15     32       1.064        1.064        --           10.366       --        
gh_cpu_shared          4096     1     5       15     64       1.169        1.169        --           10.296       --        
gh_cpu_shared          4096     1     5       20     1        1.856        1.856        --           10.256       --        
gh_cpu_shared          4096     1     5       20     2        1.127        1.127        --           10.290       --        
gh_cpu_shared          4096     1     5       20     4        1.030        1.030        --           10.293       --        
gh_cpu_shared          4096     1     5       20     8        1.017        1.017        --           10.314       --        
gh_cpu_shared          4096     1     5       20     16       1.022        1.022        --           10.298       --        
gh_cpu_shared          4096     1     5       20     32       1.026        1.026        --           10.315       --        
gh_cpu_shared          4096     1     5       20     64       1.118        1.118        --           10.338       --        
gh_cpu_shared          4096     1     5       25     1        2.243        2.243        --           10.248       --        
gh_cpu_shared          4096     1     5       25     2        1.323        1.323        --           10.286       --        
gh_cpu_shared          4096     1     5       25     4        1.004        1.004        --           10.291       --        
gh_cpu_shared          4096     1     5       25     8        0.977        0.977        --           10.295       --        
gh_cpu_shared          4096     1     5       25     16       0.988        0.988        --           10.295       --        
gh_cpu_shared          4096     1     5       25     32       1.001        1.001        --           10.326       --        
gh_cpu_shared          4096     1     5       25     64       1.094        1.094        --           10.398       --        
gh_cpu_shared          4096     1     5       30     1        2.629        2.629        --           10.231       --        
gh_cpu_shared          4096     1     5       30     2        1.522        1.522        --           10.292       --        
gh_cpu_shared          4096     1     5       30     4        0.977        0.977        --           10.288       --        
gh_cpu_shared          4096     1     5       30     8        0.946        0.946        --           10.294       --        
gh_cpu_shared          4096     1     5       30     16       0.962        0.962        --           10.305       --        
gh_cpu_shared          4096     1     5       30     32       0.969        0.969        --           10.307       --        
gh_cpu_shared          4096     1     5       30     64       1.068        1.068        --           10.354       --        
gh_hmm_pageable        4096     1     5       10     1        8.827        8.827        --           14.919       --        
gh_hmm_pageable        4096     1     5       10     2        8.551        8.551        --           14.977       --        
gh_hmm_pageable        4096     1     5       10     4        8.443        8.443        --           15.056       --        
gh_hmm_pageable        4096     1     5       10     8        8.344        8.344        --           14.975       --        
gh_hmm_pageable        4096     1     5       10     16       8.312        8.312        --           15.037       --        
gh_hmm_pageable        4096     1     5       10     32       8.351        8.351        --           15.003       --        
gh_hmm_pageable        4096     1     5       10     64       8.363        8.363        --           15.065       --        
gh_hmm_pageable        4096     1     5       15     1        8.684        8.684        --           14.641       --        
gh_hmm_pageable        4096     1     5       15     2        8.275        8.275        --           14.667       --        
gh_hmm_pageable        4096     1     5       15     4        8.069        8.069        --           14.714       --        
gh_hmm_pageable        4096     1     5       15     8        8.062        8.062        --           14.666       --        
gh_hmm_pageable        4096     1     5       15     16       7.860        7.860        --           14.832       --        
gh_hmm_pageable        4096     1     5       15     32       7.895        7.895        --           14.727       --        
gh_hmm_pageable        4096     1     5       15     64       7.980        7.980        --           14.716       --        
gh_hmm_pageable        4096     1     5       20     1        8.459        8.459        --           14.405       --        
gh_hmm_pageable        4096     1     5       20     2        7.849        7.849        --           14.410       --        
gh_hmm_pageable        4096     1     5       20     4        7.659        7.659        --           14.370       --        
gh_hmm_pageable        4096     1     5       20     8        7.537        7.537        --           14.357       --        
gh_hmm_pageable        4096     1     5       20     16       7.396        7.396        --           14.365       --        
gh_hmm_pageable        4096     1     5       20     32       7.459        7.459        --           14.418       --        
gh_hmm_pageable        4096     1     5       20     64       7.537        7.537        --           14.576       --        
gh_hmm_pageable        4096     1     5       25     1        8.194        8.194        --           14.081       --        
gh_hmm_pageable        4096     1     5       25     2        7.600        7.600        --           14.115       --        
gh_hmm_pageable        4096     1     5       25     4        7.283        7.283        --           14.164       --        
gh_hmm_pageable        4096     1     5       25     8        7.088        7.088        --           14.077       --        
gh_hmm_pageable        4096     1     5       25     16       6.987        6.987        --           14.139       --        
gh_hmm_pageable        4096     1     5       25     32       6.995        6.995        --           14.203       --        
gh_hmm_pageable        4096     1     5       25     64       7.049        7.049        --           14.331       --        
gh_hmm_pageable        4096     1     5       30     1        7.939        7.939        --           13.741       --        
gh_hmm_pageable        4096     1     5       30     2        7.347        7.347        --           13.793       --        
gh_hmm_pageable        4096     1     5       30     4        6.906        6.906        --           13.837       --        
gh_hmm_pageable        4096     1     5       30     8        6.700        6.700        --           13.925       --        
gh_hmm_pageable        4096     1     5       30     16       6.633        6.633        --           13.800       --        
gh_hmm_pageable        4096     1     5       30     32       6.600        6.600        --           13.817       --        
gh_hmm_pageable        4096     1     5       30     64       6.680        6.680        --           13.933       --        
gh_hmm_pageable_gpu_init 4096     1     5       10     1        2.274        2.274        --           15.275       --        
gh_hmm_pageable_gpu_init 4096     1     5       10     2        1.300        1.300        --           15.407       --        
gh_hmm_pageable_gpu_init 4096     1     5       10     4        0.804        0.804        --           15.296       --        
gh_hmm_pageable_gpu_init 4096     1     5       10     8        0.553        0.553        --           15.479       --        
gh_hmm_pageable_gpu_init 4096     1     5       10     16       0.440        0.440        --           15.210       --        
gh_hmm_pageable_gpu_init 4096     1     5       10     32       0.450        0.450        --           15.281       --        
gh_hmm_pageable_gpu_init 4096     1     5       10     64       0.543        0.543        --           15.236       --        
gh_hmm_pageable_gpu_init 4096     1     5       15     1        3.377        3.377        --           15.371       --        
gh_hmm_pageable_gpu_init 4096     1     5       15     2        1.840        1.840        --           15.363       --        
gh_hmm_pageable_gpu_init 4096     1     5       15     4        1.085        1.085        --           15.407       --        
gh_hmm_pageable_gpu_init 4096     1     5       15     8        0.688        0.688        --           15.383       --        
gh_hmm_pageable_gpu_init 4096     1     5       15     16       0.518        0.518        --           15.361       --        
gh_hmm_pageable_gpu_init 4096     1     5       15     32       0.478        0.478        --           15.225       --        
gh_hmm_pageable_gpu_init 4096     1     5       15     64       0.576        0.576        --           15.004       --        
gh_hmm_pageable_gpu_init 4096     1     5       20     1        4.511        4.511        --           15.466       --        
gh_hmm_pageable_gpu_init 4096     1     5       20     2        2.408        2.408        --           15.445       --        
gh_hmm_pageable_gpu_init 4096     1     5       20     4        1.367        1.367        --           15.430       --        
gh_hmm_pageable_gpu_init 4096     1     5       20     8        0.826        0.826        --           15.421       --        
gh_hmm_pageable_gpu_init 4096     1     5       20     16       0.602        0.602        --           15.319       --        
gh_hmm_pageable_gpu_init 4096     1     5       20     32       0.510        0.510        --           15.270       --        
gh_hmm_pageable_gpu_init 4096     1     5       20     64       0.597        0.597        --           14.895       --        
gh_hmm_pageable_gpu_init 4096     1     5       25     1        5.651        5.651        --           15.461       --        
gh_hmm_pageable_gpu_init 4096     1     5       25     2        3.025        3.025        --           15.434       --        
gh_hmm_pageable_gpu_init 4096     1     5       25     4        1.654        1.654        --           15.474       --        
gh_hmm_pageable_gpu_init 4096     1     5       25     8        0.975        0.975        --           15.412       --        
gh_hmm_pageable_gpu_init 4096     1     5       25     16       0.673        0.673        --           15.414       --        
gh_hmm_pageable_gpu_init 4096     1     5       25     32       0.551        0.551        --           15.395       --        
gh_hmm_pageable_gpu_init 4096     1     5       25     64       0.630        0.630        --           15.169       --        
gh_hmm_pageable_gpu_init 4096     1     5       30     1        6.813        6.813        --           15.504       --        
gh_hmm_pageable_gpu_init 4096     1     5       30     2        3.571        3.571        --           15.468       --        
gh_hmm_pageable_gpu_init 4096     1     5       30     4        1.945        1.945        --           15.481       --        
gh_hmm_pageable_gpu_init 4096     1     5       30     8        1.132        1.132        --           15.451       --        
gh_hmm_pageable_gpu_init 4096     1     5       30     16       0.734        0.734        --           15.467       --        
gh_hmm_pageable_gpu_init 4096     1     5       30     32       0.603        0.603        --           15.588       --        
gh_hmm_pageable_gpu_init 4096     1     5       30     64       0.670        0.670        --           15.338       --        
um_migrate_no_prefetch 4096     1     5       10     1        34.690       34.690       --           16.582       --        
um_migrate_no_prefetch 4096     1     5       10     2        34.236       34.236       --           16.592       --        
um_migrate_no_prefetch 4096     1     5       10     4        34.601       34.601       --           16.635       --        
um_migrate_no_prefetch 4096     1     5       10     8        34.801       34.801       --           16.581       --        
um_migrate_no_prefetch 4096     1     5       10     16       32.918       32.918       --           16.039       --        
um_migrate_no_prefetch 4096     1     5       10     32       33.845       33.845       --           15.953       --        
um_migrate_no_prefetch 4096     1     5       10     64       35.656       35.656       --           16.625       --        
um_migrate_no_prefetch 4096     1     5       15     1        33.085       33.085       --           16.222       --        
um_migrate_no_prefetch 4096     1     5       15     2        32.848       32.848       --           16.277       --        
um_migrate_no_prefetch 4096     1     5       15     4        33.430       33.430       --           16.258       --        
um_migrate_no_prefetch 4096     1     5       15     8        32.834       32.834       --           16.229       --        
um_migrate_no_prefetch 4096     1     5       15     16       31.939       31.939       --           15.696       --        
um_migrate_no_prefetch 4096     1     5       15     32       32.825       32.825       --           16.283       --        
um_migrate_no_prefetch 4096     1     5       15     64       32.521       32.521       --           16.227       --        
um_migrate_no_prefetch 4096     1     5       20     1        31.636       31.636       --           15.957       --        
um_migrate_no_prefetch 4096     1     5       20     2        31.207       31.207       --           15.860       --        
um_migrate_no_prefetch 4096     1     5       20     4        30.756       30.756       --           15.923       --        
um_migrate_no_prefetch 4096     1     5       20     8        31.386       31.386       --           15.913       --        
um_migrate_no_prefetch 4096     1     5       20     16       31.451       31.451       --           15.879       --        
um_migrate_no_prefetch 4096     1     5       20     32       30.628       30.628       --           15.939       --        
um_migrate_no_prefetch 4096     1     5       20     64       31.210       31.210       --           15.944       --        
um_migrate_no_prefetch 4096     1     5       25     1        29.491       29.491       --           15.561       --        
um_migrate_no_prefetch 4096     1     5       25     2        28.739       28.739       --           15.562       --        
um_migrate_no_prefetch 4096     1     5       25     4        29.517       29.517       --           15.543       --        
um_migrate_no_prefetch 4096     1     5       25     8        29.262       29.262       --           15.550       --        
um_migrate_no_prefetch 4096     1     5       25     16       29.380       29.380       --           15.601       --        
um_migrate_no_prefetch 4096     1     5       25     32       29.204       29.204       --           15.612       --        
um_migrate_no_prefetch 4096     1     5       25     64       29.400       29.400       --           15.633       --        
um_migrate_no_prefetch 4096     1     5       30     1        26.502       26.502       --           15.205       --        
um_migrate_no_prefetch 4096     1     5       30     2        26.675       26.675       --           15.168       --        
um_migrate_no_prefetch 4096     1     5       30     4        26.547       26.547       --           15.178       --        
um_migrate_no_prefetch 4096     1     5       30     8        26.914       26.914       --           15.248       --        
um_migrate_no_prefetch 4096     1     5       30     16       27.284       27.284       --           15.247       --        
um_migrate_no_prefetch 4096     1     5       30     32       27.560       27.560       --           15.246       --        
um_migrate_no_prefetch 4096     1     5       30     64       27.029       27.029       --           15.291       --        
gh_hbm_shared_no_prefetch 4096     1     5       10     1        34.605       34.605       --           16.825       --        
gh_hbm_shared_no_prefetch 4096     1     5       10     2        34.777       34.777       --           16.716       --        
