STENCIL SYNERGY (Manual split) RESULTS
----------------------------------------------------------------------------------------------------------------
Mode                   N        Step  Iters   K%     Threads  H2D(ms)    UM->Dev(ms)  D2H(ms)    UM->Host(ms) GPU(ms)    GPU(GB/s)  CPU(ms)    CPU(GB/s)     Warmup(ms)    End2End(ms)   FullE2E(ms)  
explicit               4096     1     10      80     72       0.485      --           0.462      --           0.054      --         0.595      --           4.052         1.340         7.327        
um_migrate             4096     1     10      0      72       --         20.943       --         1.207        0.089      --         0.000      --           0.312         0.097         22.559       
um_migrate             4096     1     10      10     72       --         20.683       --         1.080        21.248     --         0.186      --           66.879        33.603        122.245      
um_migrate             4096     1     10      25     72       --         20.824       --         0.917        16.751     --         0.218      --           54.044        25.987        101.773      
um_migrate             4096     1     10      30     72       --         20.832       --         0.880        16.394     --         0.244      --           56.742        26.130        104.584      
um_migrate             4096     1     10      50     72       --         20.856       --         0.723        11.926     --         0.347      --           44.108        19.023        84.710       
um_migrate             4096     1     10      70     72       --         20.856       --         0.515        7.502      --         0.545      --           33.641        11.789        66.801       
um_migrate             4096     1     10      80     72       --         20.708       --         0.398        4.591      --         0.675      --           24.896        7.168         53.170       
gh_hbm_shared          4096     1     10      0      72       --         0.665        --         --           0.089      --         0.000      --           0.394         0.097         1.156        
gh_hbm_shared          4096     1     10      10     72       --         0.721        --         --           0.088      --         0.095      --           2.232         0.470         3.422        
gh_hbm_shared          4096     1     10      25     72       --         0.667        --         --           0.087      --         0.174      --           2.395         0.506         3.568        
gh_hbm_shared          4096     1     10      30     72       --         0.703        --         --           0.089      --         0.152      --           2.417         0.471         3.591        
gh_hbm_shared          4096     1     10      50     72       --         0.513        --         --           0.138      --         0.365      --           2.701         0.640         3.854        
gh_hbm_shared          4096     1     10      70     72       --         0.676        --         --           0.124      --         0.651      --           3.470         0.904         5.050        
gh_hbm_shared          4096     1     10      80     72       --         0.698        --         --           0.107      --         0.791      --           3.492         1.032         5.222        
gh_cpu_shared          4096     1     10      0      72       --         --           --         --           0.893      --         0.000      --           2.165         0.901         3.066        
gh_cpu_shared          4096     1     10      10     72       --         --           --         --           0.843      --         0.146      --           2.952         1.014         3.966        
gh_cpu_shared          4096     1     10      25     72       --         --           --         --           0.709      --         0.252      --           2.678         0.869         3.547        
gh_cpu_shared          4096     1     10      30     72       --         --           --         --           0.719      --         0.249      --           2.825         0.877         3.702        
gh_cpu_shared          4096     1     10      50     72       --         --           --         --           0.559      --         0.386      --           2.721         0.700         3.421        
gh_cpu_shared          4096     1     10      70     72       --         --           --         --           0.574      --         0.607      --           2.985         0.750         3.735        
gh_cpu_shared          4096     1     10      80     72       --         --           --         --           0.492      --         0.674      --           2.969         0.801         3.770        
gh_hmm_pageable        4096     1     10      0      72       --         --           --         --           0.236      --         0.000      --           167.785       0.244         168.029      
gh_hmm_pageable        4096     1     10      10     72       --         --           --         --           0.223      --         0.083      --           168.786       0.426         169.212      
gh_hmm_pageable        4096     1     10      25     72       --         --           --         --           0.083      --         0.087      --           164.116       0.263         164.379      
gh_hmm_pageable        4096     1     10      30     72       --         --           --         --           0.083      --         0.092      --           158.069       0.257         158.326      
gh_hmm_pageable        4096     1     10      50     72       --         --           --         --           0.071      --         0.147      --           149.722       0.284         150.006      
gh_hmm_pageable        4096     1     10      70     72       --         --           --         --           0.063      --         0.291      --           146.478       0.402         146.880      
gh_hmm_pageable        4096     1     10      80     72       --         --           --         --           0.056      --         0.386      --           137.732       0.480         138.212      
gh_hmm_pageable_gpu_init 4096     1     10      0      72       --         --           --         --           0.091      --         0.000      --           0.279         0.099         0.378        
gh_hmm_pageable_gpu_init 4096     1     10      10     72       --         --           --         --           0.094      --         0.100      --           1.921         0.297         2.218        
gh_hmm_pageable_gpu_init 4096     1     10      25     72       --         --           --         --           0.097      --         0.151      --           2.108         0.331         2.439        
gh_hmm_pageable_gpu_init 4096     1     10      30     72       --         --           --         --           0.098      --         0.167      --           2.184         0.341         2.525        
gh_hmm_pageable_gpu_init 4096     1     10      50     72       --         --           --         --           0.139      --         0.352      --           2.490         0.504         2.994        
gh_hmm_pageable_gpu_init 4096     1     10      70     72       --         --           --         --           0.119      --         0.583      --           2.887         0.712         3.599        
gh_hmm_pageable_gpu_init 4096     1     10      80     72       --         --           --         --           0.102      --         0.684      --           3.018         0.812         3.830        
um_migrate_no_prefetch 4096     1     10      0      72       --         --           --         --           0.090      --         0.000      --           45.664        0.098         45.762       
um_migrate_no_prefetch 4096     1     10      10     72       --         --           --         --           20.929     --         0.175      --           72.989        33.180        106.169      
um_migrate_no_prefetch 4096     1     10      25     72       --         --           --         --           17.200     --         0.227      --           59.944        27.606        87.550       
um_migrate_no_prefetch 4096     1     10      30     72       --         --           --         --           16.734     --         0.268      --           58.368        26.421        84.789       
um_migrate_no_prefetch 4096     1     10      50     72       --         --           --         --           11.725     --         0.294      --           38.637        17.972        56.609       
um_migrate_no_prefetch 4096     1     10      70     72       --         --           --         --           7.255      --         0.517      --           25.913        11.556        37.469       
um_migrate_no_prefetch 4096     1     10      80     72       --         --           --         --           4.808      --         0.676      --           16.194        7.707         23.901       
gh_hbm_shared_no_prefetch 4096     1     10      0      72       --         --           --         --           0.089      --         0.000      --           2.742         0.097         2.839        
gh_hbm_shared_no_prefetch 4096     1     10      10     72       --         --           --         --           0.088      --         0.116      --           3.278         0.489         3.767        
gh_hbm_shared_no_prefetch 4096     1     10      25     72       --         --           --         --           0.087      --         0.146      --           2.742         0.480         3.222        
gh_hbm_shared_no_prefetch 4096     1     10      30     72       --         --           --         --           0.093      --         0.159      --           2.773         0.478         3.251        
gh_hbm_shared_no_prefetch 4096     1     10      50     72       --         --           --         --           0.142      --         0.350      --           3.036         0.622         3.658        
gh_hbm_shared_no_prefetch 4096     1     10      70     72       --         --           --         --           0.138      --         0.600      --           3.178         0.836         4.014        
gh_hbm_shared_no_prefetch 4096     1     10      80     72       --         --           --         --           0.117      --         0.774      --           3.507         1.013         4.520        
----------------------------------------------------------------------------------------------------------------
explicit               4096     2     10      0      72       0.708      --           0.465      --           0.178      --         0.000      --           0.520         0.193         1.886        
explicit               4096     2     10      10     72       0.702      --           0.459      --           0.173      --         0.146      --           4.536         1.522         15.542       
explicit               4096     2     10      25     72       0.506      --           0.462      --           0.160      --         0.273      --           4.998         1.710         14.632       
explicit               4096     2     10      30     72       0.507      --           0.462      --           0.156      --         0.332      --           5.095         1.792         14.364       
explicit               4096     2     10      50     72       0.508      --           0.465      --           0.138      --         0.581      --           5.721         2.070         13.455       
explicit               4096     2     10      70     72       0.507      --           0.464      --           0.120      --         0.893      --           6.222         2.370         12.450       
explicit               4096     2     10      80     72       0.707      --           0.462      --           0.106      --         1.004      --           6.539         2.511         12.199       
um_migrate             4096     2     10      0      72       --         21.058       --         1.261        0.178      --         0.000      --           0.530         0.193         23.041       
um_migrate             4096     2     10      10     72       --         20.804       --         1.116        42.877     --         0.347      --           134.576       67.496        223.992      
um_migrate             4096     2     10      25     72       --         20.894       --         0.967        34.723     --         0.446      --           114.506       55.514        191.881      
um_migrate             4096     2     10      30     72       --         20.870       --         0.868        32.005     --         0.532      --           104.989       51.430        178.157      
um_migrate             4096     2     10      50     72       --         20.891       --         0.705        23.385     --         0.686      --           77.490        35.967        135.053      
um_migrate             4096     2     10      70     72       --         20.817       --         0.506        15.058     --         0.992      --           57.199        23.597        102.119      
um_migrate             4096     2     10      80     72       --         20.822       --         0.453        9.539      --         1.328      --           42.359        15.352        78.986       
gh_hbm_shared          4096     2     10      0      72       --         0.683        --         --           0.178      --         0.000      --           0.624         0.193         1.500        
gh_hbm_shared          4096     2     10      10     72       --         0.660        --         --           0.176      --         0.137      --           3.232         0.918         4.810        
gh_hbm_shared          4096     2     10      25     72       --         0.673        --         --           0.171      --         0.307      --           3.300         0.970         4.943        
gh_hbm_shared          4096     2     10      30     72       --         0.670        --         --           0.178      --         0.333      --           3.564         0.969         5.203        
gh_hbm_shared          4096     2     10      50     72       --         0.701        --         --           0.314      --         0.680      --           3.956         1.218         5.875        
gh_hbm_shared          4096     2     10      70     72       --         0.712        --         --           0.271      --         1.231      --           5.044         1.707         7.463        
gh_hbm_shared          4096     2     10      80     72       --         0.677        --         --           0.229      --         1.451      --           5.273         1.908         7.858        
gh_cpu_shared          4096     2     10      0      72       --         --           --         --           1.926      --         0.000      --           4.232         1.942         6.174        
gh_cpu_shared          4096     2     10      10     72       --         --           --         --           1.758      --         0.278      --           5.080         2.103         7.183        
gh_cpu_shared          4096     2     10      25     72       --         --           --         --           1.462      --         0.374      --           4.618         1.780         6.398        
gh_cpu_shared          4096     2     10      30     72       --         --           --         --           1.381      --         0.513      --           4.456         1.690         6.146        
gh_cpu_shared          4096     2     10      50     72       --         --           --         --           1.087      --         0.739      --           4.050         1.360         5.410        
gh_cpu_shared          4096     2     10      70     72       --         --           --         --           1.117      --         1.260      --           4.420         1.526         5.946        
gh_cpu_shared          4096     2     10      80     72       --         --           --         --           0.978      --         1.357      --           4.559         1.602         6.161        
gh_hmm_pageable        4096     2     10      0      72       --         --           --         --           0.186      --         0.000      --           171.243       0.201         171.444      
gh_hmm_pageable        4096     2     10      10     72       --         --           --         --           0.184      --         0.162      --           176.160       0.569         176.729      
gh_hmm_pageable        4096     2     10      25     72       --         --           --         --           0.167      --         0.168      --           161.857       0.517         162.374      
gh_hmm_pageable        4096     2     10      30     72       --         --           --         --           0.163      --         0.175      --           160.879       0.501         161.380      
gh_hmm_pageable        4096     2     10      50     72       --         --           --         --           0.142      --         0.254      --           149.034       0.521         149.555      
gh_hmm_pageable        4096     2     10      70     72       --         --           --         --           0.126      --         0.522      --           149.157       0.736         149.893      
gh_hmm_pageable        4096     2     10      80     72       --         --           --         --           0.109      --         0.764      --           138.443       0.948         139.391      
gh_hmm_pageable_gpu_init 4096     2     10      0      72       --         --           --         --           0.185      --         0.000      --           0.486         0.200         0.686        
gh_hmm_pageable_gpu_init 4096     2     10      10     72       --         --           --         --           0.187      --         0.193      --           2.558         0.592         3.150        
gh_hmm_pageable_gpu_init 4096     2     10      25     72       --         --           --         --           0.189      --         0.317      --           2.983         0.669         3.652        
gh_hmm_pageable_gpu_init 4096     2     10      30     72       --         --           --         --           0.195      --         0.333      --           2.872         0.678         3.550        
gh_hmm_pageable_gpu_init 4096     2     10      50     72       --         --           --         --           0.292      --         0.689      --           3.536         0.986         4.522        
gh_hmm_pageable_gpu_init 4096     2     10      70     72       --         --           --         --           0.252      --         1.136      --           4.390         1.400         5.790        
gh_hmm_pageable_gpu_init 4096     2     10      80     72       --         --           --         --           0.201      --         1.350      --           4.766         1.608         6.374        
um_migrate_no_prefetch 4096     2     10      0      72       --         --           --         --           0.180      --         0.000      --           45.337        0.194         45.531       
um_migrate_no_prefetch 4096     2     10      10     72       --         --           --         --           42.889     --         0.354      --           138.205       67.711        205.916      
um_migrate_no_prefetch 4096     2     10      25     72       --         --           --         --           34.616     --         0.436      --           111.041       53.313        164.354      
um_migrate_no_prefetch 4096     2     10      30     72       --         --           --         --           32.144     --         0.566      --           102.837       49.433        152.270      
um_migrate_no_prefetch 4096     2     10      50     72       --         --           --         --           23.152     --         0.596      --           73.901        35.766        109.667      
um_migrate_no_prefetch 4096     2     10      70     72       --         --           --         --           14.352     --         0.994      --           49.937        22.835        72.772       
um_migrate_no_prefetch 4096     2     10      80     72       --         --           --         --           10.208     --         1.288      --           31.959        15.892        47.852       
gh_hbm_shared_no_prefetch 4096     2     10      0      72       --         --           --         --           0.179      --         0.000      --           2.837         0.193         3.030        
gh_hbm_shared_no_prefetch 4096     2     10      10     72       --         --           --         --           0.175      --         0.146      --           3.728         0.931         4.659        
gh_hbm_shared_no_prefetch 4096     2     10      25     72       --         --           --         --           0.171      --         0.289      --           3.989         0.951         4.940        
gh_hbm_shared_no_prefetch 4096     2     10      30     72       --         --           --         --           0.171      --         0.297      --           3.731         0.929         4.660        
gh_hbm_shared_no_prefetch 4096     2     10      50     72       --         --           --         --           0.279      --         0.700      --           4.255         1.235         5.490        
gh_hbm_shared_no_prefetch 4096     2     10      70     72       --         --           --         --           0.269      --         1.301      --           4.934         1.777         6.711        
gh_hbm_shared_no_prefetch 4096     2     10      80     72       --         --           --         --           0.222      --         1.527      --           5.350         1.989         7.338        
----------------------------------------------------------------------------------------------------------------
explicit               8192     1     10      0      72       1.732      --           1.817      --           0.340      --         0.000      --           0.868         0.347         4.765        
explicit               8192     1     10      10     72       1.722      --           1.816      --           0.325      --         0.235      --           6.933         2.735         29.640       
explicit               8192     1     10      25     72       1.796      --           1.815      --           0.299      --         0.682      --           7.767         3.091         28.176       
explicit               8192     1     10      30     72       1.729      --           1.814      --           0.291      --         0.818      --           8.060         3.227         27.630       
explicit               8192     1     10      50     72       1.736      --           1.814      --           0.256      --         1.407      --           9.326         3.812         25.853       
explicit               8192     1     10      70     72       1.730      --           1.814      --           0.222      --         2.047      --           10.485        4.411         23.977       
explicit               8192     1     10      80     72       1.732      --           1.812      --           0.205      --         2.419      --           11.162        4.742         23.162       
um_migrate             8192     1     10      0      72       --         81.786       --         4.505        0.340      --         0.000      --           0.869         0.347         87.507       
um_migrate             8192     1     10      10     72       --         82.375       --         3.939        77.397     --         0.331      --           256.220       126.021       468.555      
um_migrate             8192     1     10      25     72       --         81.804       --         3.447        67.392     --         0.984      --           218.653       103.733       407.637      
um_migrate             8192     1     10      30     72       --         81.790       --         3.218        61.188     --         1.087      --           204.222       95.108        384.339      
um_migrate             8192     1     10      50     72       --         81.851       --         2.409        44.815     --         1.721      --           160.993       69.136        314.389      
um_migrate             8192     1     10      70     72       --         82.521       --         1.621        27.839     --         2.314      --           127.243       44.452        255.837      
um_migrate             8192     1     10      80     72       --         82.822       --         1.187        19.721     --         2.649      --           104.034       30.954        218.997      
gh_hbm_shared          8192     1     10      0      72       --         2.363        --         --           0.341      --         0.000      --           0.836         0.349         3.547        
gh_hbm_shared          8192     1     10      10     72       --         2.337        --         --           0.383      --         0.454      --           3.829         1.233         7.399        
gh_hbm_shared          8192     1     10      25     72       --         2.353        --         --           0.367      --         1.095      --           5.051         1.850         9.254        
gh_hbm_shared          8192     1     10      30     72       --         2.283        --         --           0.366      --         1.314      --           5.476         2.067         9.826        
gh_hbm_shared          8192     1     10      50     72       --         2.326        --         --           0.340      --         2.105      --           7.157         2.870         12.353       
gh_hbm_shared          8192     1     10      70     72       --         2.296        --         --           0.318      --         2.896      --           8.782         3.659         14.737       
gh_hbm_shared          8192     1     10      80     72       --         2.107        --         --           0.279      --         3.277      --           9.571         4.036         15.714       
gh_cpu_shared          8192     1     10      0      72       --         --           --         --           3.764      --         0.000      --           7.680         3.772         11.452       
gh_cpu_shared          8192     1     10      10     72       --         --           --         --           3.614      --         0.412      --           8.241         3.962         12.203       
gh_cpu_shared          8192     1     10      25     72       --         --           --         --           3.507      --         1.427      --           7.982         3.846         11.828       
gh_cpu_shared          8192     1     10      30     72       --         --           --         --           3.599      --         1.737      --           8.073         3.932         12.005       
gh_cpu_shared          8192     1     10      50     72       --         --           --         --           3.510      --         2.740      --           8.146         3.839         11.985       
gh_cpu_shared          8192     1     10      70     72       --         --           --         --           2.857      --         3.737      --           8.197         4.076         12.273       
gh_cpu_shared          8192     1     10      80     72       --         --           --         --           1.952      --         3.583      --           9.024         3.918         12.943       
gh_hmm_pageable        8192     1     10      0      72       --         --           --         --           13.562     --         0.000      --           187.567       13.572        201.139      
gh_hmm_pageable        8192     1     10      10     72       --         --           --         --           13.282     --         0.204      --           180.410       13.724        194.133      
gh_hmm_pageable        8192     1     10      25     72       --         --           --         --           10.022     --         0.810      --           178.083       10.706        188.789      
gh_hmm_pageable        8192     1     10      30     72       --         --           --         --           8.177      --         1.016      --           175.217       9.037         184.254      
gh_hmm_pageable        8192     1     10      50     72       --         --           --         --           7.045      --         1.927      --           176.081       8.467         184.548      
gh_hmm_pageable        8192     1     10      70     72       --         --           --         --           4.609      --         2.661      --           167.390       6.357         173.747      
gh_hmm_pageable        8192     1     10      80     72       --         --           --         --           1.303      --         2.729      --           166.081       3.767         169.848      
gh_hmm_pageable_gpu_init 8192     1     10      0      72       --         --           --         --           0.350      --         0.000      --           1.135         0.358         1.493        
gh_hmm_pageable_gpu_init 8192     1     10      10     72       --         --           --         --           0.399      --         0.571      --           3.026         0.983         4.009        
gh_hmm_pageable_gpu_init 8192     1     10      25     72       --         --           --         --           0.405      --         1.067      --           4.170         1.460         5.630        
gh_hmm_pageable_gpu_init 8192     1     10      30     72       --         --           --         --           0.400      --         1.237      --           4.607         1.632         6.239        
gh_hmm_pageable_gpu_init 8192     1     10      50     72       --         --           --         --           0.369      --         2.007      --           6.121         2.397         8.518        
gh_hmm_pageable_gpu_init 8192     1     10      70     72       --         --           --         --           0.351      --         2.890      --           7.556         3.278         10.834       
gh_hmm_pageable_gpu_init 8192     1     10      80     72       --         --           --         --           0.310      --         3.150      --           8.367         3.539         11.906       
um_migrate_no_prefetch 8192     1     10      0      72       --         --           --         --           0.346      --         0.000      --           170.041       0.354         170.395      
um_migrate_no_prefetch 8192     1     10      10     72       --         --           --         --           76.695     --         0.299      --           267.912       125.285       393.197      
um_migrate_no_prefetch 8192     1     10      25     72       --         --           --         --           65.734     --         1.053      --           224.895       101.944       326.839      
um_migrate_no_prefetch 8192     1     10      30     72       --         --           --         --           63.027     --         1.141      --           214.474       101.014       315.488      
um_migrate_no_prefetch 8192     1     10      50     72       --         --           --         --           45.108     --         1.671      --           151.802       69.373        221.175      
um_migrate_no_prefetch 8192     1     10      70     72       --         --           --         --           28.184     --         2.282      --           95.402        44.805        140.207      
um_migrate_no_prefetch 8192     1     10      80     72       --         --           --         --           20.198     --         2.564      --           67.112        31.391        98.503       
gh_hbm_shared_no_prefetch 8192     1     10      0      72       --         --           --         --           0.342      --         0.000      --           7.349         0.349         7.698        
gh_hbm_shared_no_prefetch 8192     1     10      10     72       --         --           --         --           0.386      --         0.471      --           9.697         1.259         10.956       
gh_hbm_shared_no_prefetch 8192     1     10      25     72       --         --           --         --           0.377      --         1.087      --           9.754         1.835         11.589       
gh_hbm_shared_no_prefetch 8192     1     10      30     72       --         --           --         --           0.371      --         1.259      --           9.386         1.988         11.374       
gh_hbm_shared_no_prefetch 8192     1     10      50     72       --         --           --         --           0.348      --         2.016      --           9.117         2.767         11.884       
gh_hbm_shared_no_prefetch 8192     1     10      70     72       --         --           --         --           0.313      --         2.764      --           9.324         3.495         12.819       
gh_hbm_shared_no_prefetch 8192     1     10      80     72       --         --           --         --           0.312      --         3.140      --           9.732         3.884         13.616       
----------------------------------------------------------------------------------------------------------------
explicit               8192     2     10      0      72       1.609      --           1.817      --           0.683      --         0.000      --           1.563         0.697         5.686        
explicit               8192     2     10      10     72       1.612      --           1.816      --           0.654      --         0.508      --           12.576        5.476         54.336       
explicit               8192     2     10      25     72       1.624      --           1.815      --           0.600      --         1.482      --           14.088        6.236         51.170       
explicit               8192     2     10      30     72       1.637      --           1.814      --           0.583      --         1.786      --           14.709        6.534         50.287       
explicit               8192     2     10      50     72       1.616      --           1.813      --           0.513      --         3.066      --           17.221        7.742         46.716       
explicit               8192     2     10      70     72       1.675      --           1.812      --           0.443      --         4.339      --           19.572        8.921         43.039       
explicit               8192     2     10      80     72       1.642      --           1.813      --           0.407      --         5.011      --           20.823        9.496         41.197       
um_migrate             8192     2     10      0      72       --         82.151       --         4.524        0.682      --         0.000      --           1.573         0.698         88.946       
um_migrate             8192     2     10      10     72       --         81.960       --         4.012        158.999    --         0.560      --           488.940       245.419       820.331      
um_migrate             8192     2     10      25     72       --         82.407       --         3.405        130.816    --         1.987      --           437.532       212.057       735.401      
um_migrate             8192     2     10      30     72       --         82.449       --         3.217        122.218    --         2.248      --           415.132       198.435       699.233      
um_migrate             8192     2     10      50     72       --         82.386       --         2.378        86.628     --         3.339      --           310.652       141.161       536.577      
um_migrate             8192     2     10      70     72       --         82.286       --         1.585        55.023     --         4.553      --           202.582       84.781        371.234      
um_migrate             8192     2     10      80     72       --         82.403       --         1.187        40.878     --         5.165      --           159.477       60.911        303.978      
gh_hbm_shared          8192     2     10      0      72       --         2.379        --         --           0.682      --         0.000      --           1.533         0.697         4.609        
gh_hbm_shared          8192     2     10      10     72       --         2.148        --         --           0.769      --         0.963      --           6.464         2.526         11.138       
gh_hbm_shared          8192     2     10      25     72       --         2.195        --         --           0.755      --         2.191      --           9.086         3.700         14.981       
gh_hbm_shared          8192     2     10      30     72       --         2.358        --         --           0.792      --         2.550      --           9.757         4.057         16.172       
gh_hbm_shared          8192     2     10      50     72       --         2.125        --         --           0.744      --         4.057      --           12.630        5.547         20.302       
gh_hbm_shared          8192     2     10      70     72       --         2.159        --         --           0.679      --         5.538      --           15.765        7.008         24.932       
gh_hbm_shared          8192     2     10      80     72       --         2.082        --         --           0.667      --         6.316      --           17.026        7.803         26.911       
gh_cpu_shared          8192     2     10      0      72       --         --           --         --           6.974      --         0.000      --           14.145        6.989         21.134       
gh_cpu_shared          8192     2     10      10     72       --         --           --         --           6.061      --         0.654      --           14.062        6.749         20.811       
gh_cpu_shared          8192     2     10      25     72       --         --           --         --           6.962      --         2.650      --           15.599        7.630         23.229       
gh_cpu_shared          8192     2     10      30     72       --         --           --         --           6.953      --         3.385      --           15.475        7.616         23.090       
gh_cpu_shared          8192     2     10      50     72       --         --           --         --           7.013      --         5.600      --           15.883        7.657         23.540       
gh_cpu_shared          8192     2     10      70     72       --         --           --         --           5.743      --         7.342      --           16.167        8.019         24.185       
gh_cpu_shared          8192     2     10      80     72       --         --           --         --           3.951      --         7.065      --           16.108        7.723         23.831       
gh_hmm_pageable        8192     2     10      0      72       --         --           --         --           13.440     --         0.000      --           249.985       13.456        263.441      
gh_hmm_pageable        8192     2     10      10     72       --         --           --         --           3.145      --         0.367      --           295.957       3.980         299.937      
gh_hmm_pageable        8192     2     10      25     72       --         --           --         --           0.822      --         1.442      --           281.570       2.238         283.809      
gh_hmm_pageable        8192     2     10      30     72       --         --           --         --           0.642      --         1.877      --           265.841       2.582         268.422      
gh_hmm_pageable        8192     2     10      50     72       --         --           --         --           1.185      --         3.388      --           239.291       4.467         243.758      
gh_hmm_pageable        8192     2     10      70     72       --         --           --         --           0.483      --         4.691      --           199.551       5.269         204.820      
gh_hmm_pageable        8192     2     10      80     72       --         --           --         --           0.431      --         5.284      --           187.369       5.810         193.179      
gh_hmm_pageable_gpu_init 8192     2     10      0      72       --         --           --         --           0.697      --         0.000      --           1.769         0.712         2.481        
gh_hmm_pageable_gpu_init 8192     2     10      10     72       --         --           --         --           0.800      --         0.938      --           4.824         1.764         6.588        
gh_hmm_pageable_gpu_init 8192     2     10      25     72       --         --           --         --           0.855      --         2.107      --           7.104         2.888         9.992        
gh_hmm_pageable_gpu_init 8192     2     10      30     72       --         --           --         --           0.799      --         2.503      --           7.750         3.275         11.025       
gh_hmm_pageable_gpu_init 8192     2     10      50     72       --         --           --         --           0.765      --         4.018      --           11.076        4.786         15.862       
gh_hmm_pageable_gpu_init 8192     2     10      70     72       --         --           --         --           0.669      --         5.519      --           13.967        6.286         20.253       
gh_hmm_pageable_gpu_init 8192     2     10      80     72       --         --           --         --           0.623      --         6.264      --           15.507        7.031         22.538       
um_migrate_no_prefetch 8192     2     10      0      72       --         --           --         --           0.690      --         0.000      --           169.076       0.705         169.781      
um_migrate_no_prefetch 8192     2     10      10     72       --         --           --         --           159.358    --         0.578      --           515.896       246.317       762.213      
um_migrate_no_prefetch 8192     2     10      25     72       --         --           --         --           130.866    --         1.839      --           435.470       212.154       647.624      
um_migrate_no_prefetch 8192     2     10      30     72       --         --           --         --           120.321    --         2.182      --           407.458       196.117       603.575      
um_migrate_no_prefetch 8192     2     10      50     72       --         --           --         --           92.172     --         3.381      --           299.240       140.949       440.189      
um_migrate_no_prefetch 8192     2     10      70     72       --         --           --         --           56.993     --         4.558      --           182.363       86.538        268.901      
um_migrate_no_prefetch 8192     2     10      80     72       --         --           --         --           40.545     --         5.169      --           128.130       60.661        188.791      
gh_hbm_shared_no_prefetch 8192     2     10      0      72       --         --           --         --           0.683      --         0.000      --           9.667         0.698         10.365       
gh_hbm_shared_no_prefetch 8192     2     10      10     72       --         --           --         --           0.773      --         0.941      --           12.004        2.503         14.507       
gh_hbm_shared_no_prefetch 8192     2     10      25     72       --         --           --         --           0.779      --         2.153      --           12.245        3.630         15.875       
gh_hbm_shared_no_prefetch 8192     2     10      30     72       --         --           --         --           0.829      --         2.484      --           13.783        3.971         17.754       
gh_hbm_shared_no_prefetch 8192     2     10      50     72       --         --           --         --           0.735      --         3.995      --           15.014        5.467         20.482       
gh_hbm_shared_no_prefetch 8192     2     10      70     72       --         --           --         --           0.674      --         5.507      --           16.408        6.986         23.394       
gh_hbm_shared_no_prefetch 8192     2     10      80     72       --         --           --         --           0.633      --         6.311      --           17.604        7.794         25.398       
----------------------------------------------------------------------------------------------------------------

