STENCIL SYNERGY (Manual split) RESULTS
----------------------------------------------------------------------------------------------------------------
Mode                   N        Step  Iters   K%     Threads  H2D(ms)    UM->Dev(ms)  D2H(ms)    UM->Host(ms) GPU(ms)    GPU(GB/s)  CPU(ms)    CPU(GB/s)     End2End(ms)   FullE2E(ms)  
gh_hmm_pageable        4096     1     10      0      72       --         --           --         --           0.102      --         0.000      --           0.109         176.213      
gh_hmm_pageable        4096     1     10      10     72       --         --           --         --           0.583      --         0.089      --           0.780         167.517      
gh_hmm_pageable        4096     1     10      25     72       --         --           --         --           0.083      --         0.082      --           0.256         165.071      
gh_hmm_pageable        4096     1     10      30     72       --         --           --         --           0.136      --         0.133      --           0.360         162.723      
gh_hmm_pageable        4096     1     10      50     72       --         --           --         --           0.212      --         0.184      --           0.455         154.252      
gh_hmm_pageable        4096     1     10      70     72       --         --           --         --           0.347      --         0.320      --           0.656         142.920      
gh_hmm_pageable        4096     1     10      80     72       --         --           --         --           0.056      --         0.385      --           0.479         138.466      
gh_hmm_pageable_gpu_init 4096     1     10      0      72       --         --           --         --           0.093      --         0.000      --           0.100         0.381        
gh_hmm_pageable_gpu_init 4096     1     10      10     72       --         --           --         --           0.097      --         0.124      --           0.325         2.289        
gh_hmm_pageable_gpu_init 4096     1     10      25     72       --         --           --         --           0.097      --         0.150      --           0.331         2.423        
gh_hmm_pageable_gpu_init 4096     1     10      30     72       --         --           --         --           0.099      --         0.167      --           0.342         2.497        
gh_hmm_pageable_gpu_init 4096     1     10      50     72       --         --           --         --           0.138      --         0.362      --           0.511         3.038        
gh_hmm_pageable_gpu_init 4096     1     10      70     72       --         --           --         --           0.122      --         0.573      --           0.703         3.584        
gh_hmm_pageable_gpu_init 4096     1     10      80     72       --         --           --         --           0.107      --         0.657      --           0.788         3.899        
um_migrate_no_prefetch 4096     1     10      0      72       --         --           --         --           0.089      --         0.000      --           0.097         44.955       
um_migrate_no_prefetch 4096     1     10      10     72       --         --           --         --           21.050     --         0.189      --           33.415        106.911      
um_migrate_no_prefetch 4096     1     10      25     72       --         --           --         --           17.577     --         0.181      --           26.807        84.689       
um_migrate_no_prefetch 4096     1     10      30     72       --         --           --         --           16.936     --         0.242      --           26.639        82.993       
um_migrate_no_prefetch 4096     1     10      50     72       --         --           --         --           11.647     --         0.294      --           18.675        57.706       
um_migrate_no_prefetch 4096     1     10      70     72       --         --           --         --           7.387      --         0.531      --           11.675        37.128       
um_migrate_no_prefetch 4096     1     10      80     72       --         --           --         --           4.987      --         0.651      --           7.893         24.958       
gh_hbm_shared_no_prefetch 4096     1     10      0      72       --         --           --         --           0.089      --         0.000      --           0.096         2.780        
gh_hbm_shared_no_prefetch 4096     1     10      10     72       --         --           --         --           0.089      --         0.087      --           0.463         3.776        
gh_hbm_shared_no_prefetch 4096     1     10      25     72       --         --           --         --           0.089      --         0.146      --           0.480         3.244        
gh_hbm_shared_no_prefetch 4096     1     10      30     72       --         --           --         --           0.088      --         0.156      --           0.470         3.136        
gh_hbm_shared_no_prefetch 4096     1     10      50     72       --         --           --         --           0.152      --         0.358      --           0.625         3.751        
gh_hbm_shared_no_prefetch 4096     1     10      70     72       --         --           --         --           0.140      --         0.610      --           0.850         4.108        
gh_hbm_shared_no_prefetch 4096     1     10      80     72       --         --           --         --           0.098      --         0.708      --           0.944         4.264        
----------------------------------------------------------------------------------------------------------------
explicit               4096     2     10      0      72       0.505      --           0.496      --           0.179      --         0.000      --           0.194         1.706        
explicit               4096     2     10      10     72       0.697      --           0.475      --           0.170      --         0.096      --           0.330         6.085        
explicit               4096     2     10      25     72       0.501      --           0.523      --           0.157      --         0.122      --           0.331         6.405        
explicit               4096     2     10      30     72       0.695      --           0.539      --           0.153      --         0.134      --           0.333         6.663        
explicit               4096     2     10      50     72       0.698      --           0.602      --           0.135      --         0.214      --           0.400         7.330        
explicit               4096     2     10      70     72       0.705      --           0.626      --           0.119      --         0.626      --           0.854         8.380        
explicit               4096     2     10      80     72       0.706      --           0.569      --           0.109      --         0.889      --           1.120         8.892        
um_migrate             4096     2     10      0      72       --         20.918       --         1.212        0.179      --         0.000      --           0.193         22.865       
um_migrate             4096     2     10      10     72       --         20.891       --         1.069        41.306     --         0.353      --           65.888        222.199      
um_migrate             4096     2     10      25     72       --         20.877       --         0.959        35.221     --         0.467      --           55.994        191.097      
um_migrate             4096     2     10      30     72       --         20.923       --         0.858        32.942     --         0.505      --           52.281        182.838      
um_migrate             4096     2     10      50     72       --         20.855       --         0.703        23.708     --         0.634      --           37.760        143.660      
um_migrate             4096     2     10      70     72       --         20.787       --         0.522        15.061     --         1.005      --           23.565        101.751      
um_migrate             4096     2     10      80     72       --         20.815       --         0.395        9.784      --         1.343      --           14.943        75.208       
gh_hbm_shared          4096     2     10      0      72       --         0.695        --         --           0.179      --         0.000      --           0.194         1.510        
gh_hbm_shared          4096     2     10      10     72       --         0.663        --         --           0.176      --         0.188      --           0.930         4.912        
gh_hbm_shared          4096     2     10      25     72       --         0.713        --         --           0.172      --         0.303      --           0.962         5.024        
gh_hbm_shared          4096     2     10      30     72       --         0.678        --         --           0.195      --         0.333      --           0.975         5.027        
gh_hbm_shared          4096     2     10      50     72       --         0.696        --         --           0.303      --         0.698      --           1.243         5.910        
gh_hbm_shared          4096     2     10      70     72       --         0.689        --         --           0.236      --         1.192      --           1.675         7.163        
gh_hbm_shared          4096     2     10      80     72       --         0.716        --         --           0.210      --         1.416      --           1.884         7.718        
gh_cpu_shared          4096     2     10      0      72       --         --           --         --           1.834      --         0.000      --           1.849         5.943        
gh_cpu_shared          4096     2     10      10     72       --         --           --         --           1.689      --         0.281      --           2.034         6.992        
gh_cpu_shared          4096     2     10      25     72       --         --           --         --           1.435      --         0.396      --           1.757         6.350        
gh_cpu_shared          4096     2     10      30     72       --         --           --         --           1.328      --         0.502      --           1.638         5.991        
gh_cpu_shared          4096     2     10      50     72       --         --           --         --           1.105      --         0.720      --           1.383         5.499        
gh_cpu_shared          4096     2     10      70     72       --         --           --         --           1.101      --         1.230      --           1.507         6.023        
gh_cpu_shared          4096     2     10      80     72       --         --           --         --           1.000      --         1.323      --           1.580         6.533        
gh_hmm_pageable        4096     2     10      0      72       --         --           --         --           0.184      --         0.000      --           0.199         190.434      
gh_hmm_pageable        4096     2     10      10     72       --         --           --         --           0.186      --         0.134      --           0.582         168.012      
gh_hmm_pageable        4096     2     10      25     72       --         --           --         --           0.166      --         0.170      --           0.524         165.628      
gh_hmm_pageable        4096     2     10      30     72       --         --           --         --           0.166      --         0.193      --           0.526         160.146      
gh_hmm_pageable        4096     2     10      50     72       --         --           --         --           0.142      --         0.255      --           0.523         151.249      
gh_hmm_pageable        4096     2     10      70     72       --         --           --         --           0.125      --         0.564      --           0.785         147.526      
gh_hmm_pageable        4096     2     10      80     72       --         --           --         --           0.112      --         1.005      --           1.197         140.590      
gh_hmm_pageable_gpu_init 4096     2     10      0      72       --         --           --         --           0.185      --         0.000      --           0.200         0.684        
gh_hmm_pageable_gpu_init 4096     2     10      10     72       --         --           --         --           0.190      --         0.235      --           0.629         3.150        
gh_hmm_pageable_gpu_init 4096     2     10      25     72       --         --           --         --           0.193      --         0.306      --           0.660         3.344        
gh_hmm_pageable_gpu_init 4096     2     10      30     72       --         --           --         --           0.201      --         0.368      --           0.710         3.698        
gh_hmm_pageable_gpu_init 4096     2     10      50     72       --         --           --         --           0.274      --         0.766      --           1.080         4.647        
gh_hmm_pageable_gpu_init 4096     2     10      70     72       --         --           --         --           0.239      --         1.133      --           1.406         5.760        
gh_hmm_pageable_gpu_init 4096     2     10      80     72       --         --           --         --           0.202      --         1.341      --           1.602         6.409        
um_migrate_no_prefetch 4096     2     10      0      72       --         --           --         --           0.181      --         0.000      --           0.196         46.262       
um_migrate_no_prefetch 4096     2     10      10     72       --         --           --         --           42.242     --         0.357      --           66.897        206.509      
um_migrate_no_prefetch 4096     2     10      25     72       --         --           --         --           34.346     --         0.470      --           55.145        171.504      
um_migrate_no_prefetch 4096     2     10      30     72       --         --           --         --           32.136     --         0.490      --           49.284        155.508      
um_migrate_no_prefetch 4096     2     10      50     72       --         --           --         --           23.697     --         0.628      --           37.714        114.905      
um_migrate_no_prefetch 4096     2     10      70     72       --         --           --         --           15.124     --         1.031      --           23.603        73.374       
um_migrate_no_prefetch 4096     2     10      80     72       --         --           --         --           9.446      --         1.333      --           15.117        48.405       
gh_hbm_shared_no_prefetch 4096     2     10      0      72       --         --           --         --           0.179      --         0.000      --           0.194         3.208        
gh_hbm_shared_no_prefetch 4096     2     10      10     72       --         --           --         --           0.177      --         0.194      --           0.937         5.358        
gh_hbm_shared_no_prefetch 4096     2     10      25     72       --         --           --         --           0.185      --         0.334      --           1.006         4.762        
gh_hbm_shared_no_prefetch 4096     2     10      30     72       --         --           --         --           0.181      --         0.340      --           0.968         4.607        
gh_hbm_shared_no_prefetch 4096     2     10      50     72       --         --           --         --           0.331      --         0.707      --           1.236         5.541        
gh_hbm_shared_no_prefetch 4096     2     10      70     72       --         --           --         --           0.265      --         1.202      --           1.676         6.552        
gh_hbm_shared_no_prefetch 4096     2     10      80     72       --         --           --         --           0.232      --         1.381      --           1.832         7.308        
----------------------------------------------------------------------------------------------------------------
explicit               8192     1     10      0      72       1.725      --           1.819      --           0.341      --         0.000      --           0.348         4.759        
explicit               8192     1     10      10     72       1.725      --           1.909      --           0.324      --         0.128      --           0.493         11.074       
explicit               8192     1     10      25     72       1.732      --           1.873      --           0.300      --         0.728      --           1.010         12.451       
explicit               8192     1     10      30     72       1.731      --           1.839      --           0.292      --         0.888      --           1.175         12.918       
explicit               8192     1     10      50     72       1.732      --           1.834      --           0.258      --         1.694      --           2.005         14.932       
explicit               8192     1     10      70     72       1.717      --           1.828      --           0.223      --         2.383      --           2.693         17.015       
explicit               8192     1     10      80     72       1.727      --           1.830      --           0.206      --         2.722      --           3.036         17.688       
um_migrate             8192     1     10      0      72       --         81.887       --         4.520        0.341      --         0.000      --           0.349         87.627       
um_migrate             8192     1     10      10     72       --         82.254       --         4.042        77.517     --         0.306      --           126.200       473.101      
um_migrate             8192     1     10      25     72       --         81.882       --         3.477        66.926     --         0.966      --           103.235       407.266      
um_migrate             8192     1     10      30     72       --         82.388       --         3.307        61.342     --         1.215      --           99.369        397.231      
um_migrate             8192     1     10      50     72       --         82.421       --         2.503        44.672     --         1.727      --           71.914        327.500      
um_migrate             8192     1     10      70     72       --         82.820       --         1.635        27.719     --         2.370      --           44.223        253.813      
um_migrate             8192     1     10      80     72       --         82.890       --         1.164        19.790     --         2.643      --           30.991        218.669      
gh_hbm_shared          8192     1     10      0      72       --         2.266        --         --           0.340      --         0.000      --           0.348         3.455        
gh_hbm_shared          8192     1     10      10     72       --         2.367        --         --           0.386      --         0.461      --           1.249         7.438        
gh_hbm_shared          8192     1     10      25     72       --         2.378        --         --           0.382      --         1.092      --           1.852         9.388        
gh_hbm_shared          8192     1     10      30     72       --         2.344        --         --           0.369      --         1.281      --           2.025         9.804        
gh_hbm_shared          8192     1     10      50     72       --         2.301        --         --           0.348      --         2.085      --           2.849         12.227       
gh_hbm_shared          8192     1     10      70     72       --         2.380        --         --           0.313      --         2.856      --           3.615         15.019       
gh_hbm_shared          8192     1     10      80     72       --         2.310        --         --           0.311      --         3.277      --           4.037         15.910       
gh_cpu_shared          8192     1     10      0      72       --         --           --         --           3.306      --         0.000      --           3.314         10.104       
gh_cpu_shared          8192     1     10      10     72       --         --           --         --           3.206      --         0.359      --           3.548         11.049       
gh_cpu_shared          8192     1     10      25     72       --         --           --         --           3.268      --         1.335      --           3.605         11.217       
gh_cpu_shared          8192     1     10      30     72       --         --           --         --           3.397      --         1.640      --           3.726         11.422       
gh_cpu_shared          8192     1     10      50     72       --         --           --         --           3.435      --         2.721      --           3.762         11.675       
gh_cpu_shared          8192     1     10      70     72       --         --           --         --           2.892      --         3.620      --           3.969         12.251       
gh_cpu_shared          8192     1     10      80     72       --         --           --         --           1.959      --         3.541      --           3.880         12.638       
gh_hmm_pageable        8192     1     10      0      72       --         --           --         --           17.987     --         0.000      --           17.996        212.154      
gh_hmm_pageable        8192     1     10      10     72       --         --           --         --           14.551     --         0.224      --           14.993        196.174      
gh_hmm_pageable        8192     1     10      25     72       --         --           --         --           11.649     --         0.903      --           12.258        199.430      
gh_hmm_pageable        8192     1     10      30     72       --         --           --         --           12.651     --         1.189      --           13.319        194.348      
gh_hmm_pageable        8192     1     10      50     72       --         --           --         --           6.350      --         1.899      --           7.725         187.994      
gh_hmm_pageable        8192     1     10      70     72       --         --           --         --           3.987      --         2.476      --           5.720         180.350      
gh_hmm_pageable        8192     1     10      80     72       --         --           --         --           2.392      --         2.805      --           4.552         167.806      
gh_hmm_pageable_gpu_init 8192     1     10      0      72       --         --           --         --           0.351      --         0.000      --           0.359         1.440        
gh_hmm_pageable_gpu_init 8192     1     10      10     72       --         --           --         --           0.400      --         0.480      --           0.891         4.236        
gh_hmm_pageable_gpu_init 8192     1     10      25     72       --         --           --         --           0.410      --         1.055      --           1.448         5.661        
gh_hmm_pageable_gpu_init 8192     1     10      30     72       --         --           --         --           0.402      --         1.247      --           1.641         6.257        
gh_hmm_pageable_gpu_init 8192     1     10      50     72       --         --           --         --           0.367      --         2.095      --           2.485         8.699        
gh_hmm_pageable_gpu_init 8192     1     10      70     72       --         --           --         --           0.323      --         2.790      --           3.178         10.864       
gh_hmm_pageable_gpu_init 8192     1     10      80     72       --         --           --         --           0.318      --         3.144      --           3.528         11.817       
um_migrate_no_prefetch 8192     1     10      0      72       --         --           --         --           0.345      --         0.000      --           0.353         171.438      
um_migrate_no_prefetch 8192     1     10      10     72       --         --           --         --           78.194     --         0.334      --           126.696       396.567      
um_migrate_no_prefetch 8192     1     10      25     72       --         --           --         --           64.256     --         0.910      --           104.838       331.234      
um_migrate_no_prefetch 8192     1     10      30     72       --         --           --         --           62.256     --         1.043      --           100.055       313.730      
um_migrate_no_prefetch 8192     1     10      50     72       --         --           --         --           44.353     --         1.659      --           71.645        223.970      
um_migrate_no_prefetch 8192     1     10      70     72       --         --           --         --           28.297     --         2.277      --           45.003        140.366      
um_migrate_no_prefetch 8192     1     10      80     72       --         --           --         --           20.038     --         2.579      --           30.037        95.145       
gh_hbm_shared_no_prefetch 8192     1     10      0      72       --         --           --         --           0.341      --         0.000      --           0.349         9.185        
gh_hbm_shared_no_prefetch 8192     1     10      10     72       --         --           --         --           0.393      --         0.472      --           1.252         10.920       
gh_hbm_shared_no_prefetch 8192     1     10      25     72       --         --           --         --           0.379      --         1.089      --           1.846         11.123       
gh_hbm_shared_no_prefetch 8192     1     10      30     72       --         --           --         --           0.371      --         1.274      --           2.029         11.777       
gh_hbm_shared_no_prefetch 8192     1     10      50     72       --         --           --         --           0.335      --         2.039      --           2.786         11.595       
gh_hbm_shared_no_prefetch 8192     1     10      70     72       --         --           --         --           0.314      --         2.792      --           3.544         12.835       
gh_hbm_shared_no_prefetch 8192     1     10      80     72       --         --           --         --           0.306      --         3.181      --           3.941         13.953       
----------------------------------------------------------------------------------------------------------------
explicit               8192     2     10      0      72       1.608      --           1.815      --           0.683      --         0.000      --           0.698         5.685        
explicit               8192     2     10      10     72       1.555      --           1.888      --           0.650      --         0.388      --           1.101         17.102       
explicit               8192     2     10      25     72       1.621      --           1.858      --           0.598      --         1.485      --           2.039         19.595       
explicit               8192     2     10      30     72       1.696      --           1.839      --           0.582      --         1.852      --           2.438         20.608       
explicit               8192     2     10      50     72       1.686      --           1.831      --           0.520      --         3.340      --           3.950         24.571       
explicit               8192     2     10      70     72       1.700      --           1.830      --           0.446      --         4.721      --           5.333         28.409       
explicit               8192     2     10      80     72       1.658      --           1.835      --           0.411      --         5.376      --           5.990         30.328       
um_migrate             8192     2     10      0      72       --         82.522       --         4.480        0.683      --         0.000      --           0.698         89.260       
um_migrate             8192     2     10      10     72       --         82.404       --         3.978        157.127    --         0.607      --           254.119       854.695      
um_migrate             8192     2     10      25     72       --         81.861       --         3.439        130.415    --         2.134      --           202.755       702.817      
um_migrate             8192     2     10      30     72       --         81.944       --         3.169        124.114    --         2.241      --           191.718       672.676      
um_migrate             8192     2     10      50     72       --         82.001       --         2.429        92.270     --         3.333      --           140.806       531.880      
um_migrate             8192     2     10      70     72       --         82.126       --         1.614        55.867     --         4.556      --           85.496        373.127      
um_migrate             8192     2     10      80     72       --         82.961       --         1.204        39.294     --         5.273      --           61.692        309.459      
gh_hbm_shared          8192     2     10      0      72       --         2.189        --         --           0.683      --         0.000      --           0.697         4.418        
gh_hbm_shared          8192     2     10      10     72       --         2.160        --         --           0.785      --         0.992      --           2.566         11.242       
gh_hbm_shared          8192     2     10      25     72       --         2.175        --         --           0.758      --         2.154      --           3.655         14.752       
gh_hbm_shared          8192     2     10      30     72       --         2.184        --         --           0.799      --         2.511      --           4.007         15.694       
gh_hbm_shared          8192     2     10      50     72       --         2.286        --         --           0.749      --         4.052      --           5.538         20.325       
gh_hbm_shared          8192     2     10      70     72       --         2.111        --         --           0.710      --         5.543      --           7.032         24.784       
gh_hbm_shared          8192     2     10      80     72       --         2.242        --         --           0.639      --         6.310      --           7.795         27.125       
gh_cpu_shared          8192     2     10      0      72       --         --           --         --           7.184      --         0.000      --           7.200         21.766       
gh_cpu_shared          8192     2     10      10     72       --         --           --         --           6.787      --         0.598      --           7.469         22.962       
gh_cpu_shared          8192     2     10      25     72       --         --           --         --           6.699      --         2.655      --           7.362         22.426       
gh_cpu_shared          8192     2     10      30     72       --         --           --         --           7.138      --         3.350      --           7.825         23.693       
gh_cpu_shared          8192     2     10      50     72       --         --           --         --           6.879      --         5.403      --           7.528         22.941       
gh_cpu_shared          8192     2     10      70     72       --         --           --         --           5.718      --         7.319      --           7.987         23.930       
gh_cpu_shared          8192     2     10      80     72       --         --           --         --           3.962      --         7.054      --           7.712         23.967       
gh_hmm_pageable        8192     2     10      0      72       --         --           --         --           6.521      --         0.000      --           6.538         287.177      
gh_hmm_pageable        8192     2     10      10     72       --         --           --         --           4.129      --         0.351      --           4.967         286.948      
gh_hmm_pageable        8192     2     10      25     72       --         --           --         --           1.694      --         1.575      --           3.179         279.396      
gh_hmm_pageable        8192     2     10      30     72       --         --           --         --           0.659      --         1.841      --           2.534         260.310      
gh_hmm_pageable        8192     2     10      50     72       --         --           --         --           2.106      --         3.399      --           5.410         246.020      
gh_hmm_pageable        8192     2     10      70     72       --         --           --         --           0.475      --         4.715      --           5.265         203.115      
gh_hmm_pageable        8192     2     10      80     72       --         --           --         --           0.431      --         5.318      --           5.832         183.672      
gh_hmm_pageable_gpu_init 8192     2     10      0      72       --         --           --         --           0.702      --         0.000      --           0.717         2.565        
gh_hmm_pageable_gpu_init 8192     2     10      10     72       --         --           --         --           0.830      --         1.003      --           1.833         6.683        
gh_hmm_pageable_gpu_init 8192     2     10      25     72       --         --           --         --           0.828      --         2.110      --           2.891         9.935        
gh_hmm_pageable_gpu_init 8192     2     10      30     72       --         --           --         --           0.828      --         2.467      --           3.241         11.085       
gh_hmm_pageable_gpu_init 8192     2     10      50     72       --         --           --         --           0.769      --         4.002      --           4.771         15.720       
gh_hmm_pageable_gpu_init 8192     2     10      70     72       --         --           --         --           0.709      --         5.504      --           6.270         20.160       
gh_hmm_pageable_gpu_init 8192     2     10      80     72       --         --           --         --           0.622      --         6.291      --           7.058         22.443       
um_migrate_no_prefetch 8192     2     10      0      72       --         --           --         --           0.690      --         0.000      --           0.705         174.125      
um_migrate_no_prefetch 8192     2     10      10     72       --         --           --         --           149.191    --         0.594      --           246.516       770.049      
um_migrate_no_prefetch 8192     2     10      25     72       --         --           --         --           132.641    --         2.147      --           205.091       637.625      
um_migrate_no_prefetch 8192     2     10      30     72       --         --           --         --           121.369    --         2.257      --           197.255       603.649      
um_migrate_no_prefetch 8192     2     10      50     72       --         --           --         --           87.392     --         3.325      --           141.624       437.344      
um_migrate_no_prefetch 8192     2     10      70     72       --         --           --         --           56.001     --         4.522      --           85.599        263.017      
um_migrate_no_prefetch 8192     2     10      80     72       --         --           --         --           39.418     --         5.127      --           61.832        189.071      
gh_hbm_shared_no_prefetch 8192     2     10      0      72       --         --           --         --           0.685      --         0.000      --           0.700         9.601        
gh_hbm_shared_no_prefetch 8192     2     10      10     72       --         --           --         --           0.772      --         0.956      --           2.520         14.577       
gh_hbm_shared_no_prefetch 8192     2     10      25     72       --         --           --         --           0.761      --         2.153      --           3.628         16.692       
gh_hbm_shared_no_prefetch 8192     2     10      30     72       --         --           --         --           0.774      --         2.535      --           3.987         17.176       
gh_hbm_shared_no_prefetch 8192     2     10      50     72       --         --           --         --           0.746      --         3.974      --           5.441         19.966       
gh_hbm_shared_no_prefetch 8192     2     10      70     72       --         --           --         --           0.654      --         5.526      --           6.995         23.620       
gh_hbm_shared_no_prefetch 8192     2     10      80     72       --         --           --         --           0.648      --         6.254      --           7.715         25.156       
----------------------------------------------------------------------------------------------------------------

